Regex,Alfabeto,Estados de aceptación,Estados,Transiciones,Error
J*I+CG*|J+G+C|C+A*C,A C G I J,S6 S4 S1 S10 S0,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S9 --G--> S5 | S9 --I--> S3 | S9 --J--> S9 | S7 --C--> S8 | S7 --I--> S3 | S7 --J--> S9 | S3 --C--> S6 | S3 --I--> S3 | S6 --G--> S4 | S4 --G--> S4 | S5 --C--> S1 | S5 --G--> S5 | S8 --A--> S2 | S8 --C--> S10 | S10 --A--> S2 | S10 --C--> S10 | S2 --A--> S2 | S2 --C--> S0,
H+E+L+F+A*|LL*D|I+I*,A D E F H I L,S9 S6 S0 S10 S8,S0 S1 S10 S2 S3 S4 S5 S6 S7 S8 S9,S2 --E--> S4 | S2 --H--> S2 | S3 --H--> S2 | S3 --I--> S8 | S3 --L--> S7 | S4 --E--> S4 | S4 --L--> S5 | S5 --F--> S9 | S5 --L--> S5 | S9 --A--> S6 | S9 --F--> S9 | S6 --A--> S6 | S7 --D--> S0 | S7 --L--> S1 | S1 --D--> S0 | S1 --L--> S1 | S10 --I--> S10 | S8 --I--> S10,
[IACF]*,A C F I [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --I--> S2 | S2 --A--> S3 | S3 --C--> S4 | S4 --F--> S6 | S6 --]--> S5 | S5 --]--> S5,
[ECJDLA]+,A C D E J L [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --E--> S2 | S2 --C--> S3 | S3 --J--> S4 | S4 --D--> S5 | S5 --L--> S6 | S6 --A--> S7 | S7 --]--> S8 | S8 --]--> S8,
EH+L+|C+A*H+,A C E H L,S4 S5,S0 S1 S2 S3 S4 S5 S6,S1 --C--> S6 | S1 --E--> S0 | S0 --H--> S3 | S3 --H--> S3 | S3 --L--> S4 | S4 --L--> S4 | S6 --A--> S2 | S6 --C--> S6 | S6 --H--> S5 | S2 --A--> S2 | S2 --H--> S5 | S5 --H--> S5,
F|EA+|B*E*,A B E F,S5 S0 S2 S3 S4 S1,S0 S1 S2 S3 S4 S5,S5 --B--> S4 | S5 --E--> S2 | S5 --F--> S0 | S2 --A--> S3 | S2 --E--> S1 | S3 --A--> S3 | S4 --B--> S4 | S4 --E--> S1 | S1 --E--> S1,
BEG|E*A|H+C,A B C E G H,S3 S4 S2,S0 S1 S2 S3 S4 S5 S6 S7,S7 --A--> S4 | S7 --B--> S0 | S7 --E--> S5 | S7 --H--> S6 | S0 --E--> S1 | S1 --G--> S3 | S5 --A--> S4 | S5 --E--> S5 | S6 --C--> S2 | S6 --H--> S6,
[KLFHDE]+,D E F H K L [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --K--> S2 | S2 --L--> S3 | S3 --F--> S4 | S4 --H--> S5 | S5 --D--> S6 | S6 --E--> S7 | S7 --]--> S8 | S8 --]--> S8,
[GKB]+,B G K [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --G--> S2 | S2 --K--> S3 | S3 --B--> S4 | S4 --]--> S5 | S5 --]--> S5,
HE+K|F*,E F H K,S4 S1 S2,S0 S1 S2 S3 S4,S4 --F--> S2 | S4 --H--> S0 | S0 --E--> S3 | S3 --E--> S3 | S3 --K--> S1 | S2 --F--> S2,
[DCHIEA]+,A C D E H I [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --D--> S2 | S2 --C--> S3 | S3 --H--> S4 | S4 --I--> S5 | S5 --E--> S6 | S6 --A--> S7 | S7 --]--> S8 | S8 --]--> S8,
[EKJLB]+,B E J K L [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --E--> S2 | S2 --K--> S3 | S3 --J--> S4 | S4 --L--> S5 | S5 --B--> S6 | S6 --]--> S7 | S7 --]--> S7,
H+|F+K*AE,A E F H K,S4 S1,S0 S1 S2 S3 S4 S5,S4 --H--> S4 | S2 --F--> S5 | S2 --H--> S4 | S5 --A--> S0 | S5 --F--> S5 | S5 --K--> S3 | S3 --A--> S0 | S3 --K--> S3 | S0 --E--> S1,
[BGFID]*,B D F G I [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --B--> S2 | S2 --G--> S3 | S3 --F--> S4 | S4 --I--> S5 | S5 --D--> S7 | S7 --]--> S6 | S6 --]--> S6,
[LDBAG],A B D G L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --L--> S3 | S3 --D--> S4 | S4 --B--> S5 | S5 --A--> S6 | S6 --G--> S7 | S7 --]--> S1,
[BKG],B G K [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --B--> S3 | S3 --K--> S4 | S4 --G--> S5 | S5 --]--> S1,
[KAD]*,A D K [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --K--> S2 | S2 --A--> S3 | S3 --D--> S5 | S5 --]--> S4 | S4 --]--> S4,
[JADLGE]*,A D E G J L [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --J--> S2 | S2 --A--> S3 | S3 --D--> S4 | S4 --L--> S5 | S5 --G--> S6 | S6 --E--> S8 | S8 --]--> S7 | S7 --]--> S7,
F*L+G+B*H,B F G H L,S0,S0 S1 S2 S3 S4 S5,S1 --F--> S1 | S1 --L--> S4 | S2 --F--> S1 | S2 --L--> S4 | S4 --G--> S5 | S4 --L--> S4 | S5 --B--> S3 | S5 --G--> S5 | S5 --H--> S0 | S3 --B--> S3 | S3 --H--> S0,
H|B+C*D*D+J*J*J,B C D H J,S0 S3,S0 S1 S2 S3 S4 S5,S1 --B--> S4 | S1 --H--> S0 | S4 --B--> S4 | S4 --C--> S2 | S4 --D--> S5 | S2 --C--> S2 | S2 --D--> S5 | S5 --D--> S5 | S5 --J--> S3 | S3 --J--> S3,
[HICDBG]*,B C D G H I [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --H--> S2 | S2 --I--> S3 | S3 --C--> S4 | S4 --D--> S5 | S5 --B--> S6 | S6 --G--> S8 | S8 --]--> S7 | S7 --]--> S7,
[EGBKLJ],B E G J K L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --E--> S3 | S3 --G--> S4 | S4 --B--> S5 | S5 --K--> S6 | S6 --L--> S7 | S7 --J--> S8 | S8 --]--> S1,
A+H+|J+E+|E+H|J,A E H J,S5 S6 S7 S0,S0 S1 S2 S3 S4 S5 S6 S7,S1 --A--> S1 | S1 --H--> S5 | S4 --A--> S1 | S4 --E--> S3 | S4 --J--> S6 | S5 --H--> S5 | S2 --E--> S7 | S2 --J--> S2 | S6 --E--> S7 | S6 --J--> S2 | S7 --E--> S7 | S3 --E--> S3 | S3 --H--> S0,
[BIFGA]*,A B F G I [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --B--> S2 | S2 --I--> S3 | S3 --F--> S4 | S4 --G--> S5 | S5 --A--> S7 | S7 --]--> S6 | S6 --]--> S6,
IL*G+LD+L+|G+J*|A*,A D G I J L,S8 S7 S9 S6 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S8 --A--> S2 | S8 --G--> S9 | S8 --I--> S3 | S3 --G--> S4 | S3 --L--> S1 | S1 --G--> S4 | S1 --L--> S1 | S4 --G--> S4 | S4 --L--> S0 | S0 --D--> S5 | S5 --D--> S5 | S5 --L--> S7 | S7 --L--> S7 | S9 --G--> S9 | S9 --J--> S6 | S6 --J--> S6 | S2 --A--> S2,
K*C*LEI*|E*C+B|L+,B C E I K L,S9 S7 S4 S1 S6,S0 S1 S10 S11 S2 S3 S4 S5 S6 S7 S8 S9,S8 --C--> S2 | S8 --K--> S8 | S8 --L--> S0 | S11 --C--> S10 | S11 --E--> S3 | S11 --K--> S8 | S11 --L--> S9 | S2 --C--> S2 | S2 --L--> S0 | S10 --B--> S1 | S10 --C--> S10 | S10 --L--> S0 | S0 --E--> S7 | S9 --E--> S7 | S9 --L--> S6 | S7 --I--> S4 | S4 --I--> S4 | S3 --C--> S5 | S3 --E--> S3 | S5 --B--> S1 | S5 --C--> S5 | S6 --L--> S6,
CD+H+|CG*E+C+,C D E G H,S3 S5,S0 S1 S2 S3 S4 S5 S6,S0 --C--> S6 | S6 --D--> S2 | S6 --E--> S4 | S6 --G--> S1 | S2 --D--> S2 | S2 --H--> S3 | S3 --H--> S3 | S1 --E--> S4 | S1 --G--> S1 | S4 --C--> S5 | S4 --E--> S4 | S5 --C--> S5,
[LHJDA]+,A D H J L [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --L--> S2 | S2 --H--> S3 | S3 --J--> S4 | S4 --D--> S5 | S5 --A--> S6 | S6 --]--> S7 | S7 --]--> S7,
EH+J|EFBCA*B*|L*,A B C E F H J L,S7 S2 S9 S8 S6 S4,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S7 --E--> S3 | S7 --L--> S4 | S3 --F--> S0 | S3 --H--> S5 | S5 --H--> S5 | S5 --J--> S2 | S0 --B--> S1 | S1 --C--> S9 | S9 --A--> S8 | S9 --B--> S6 | S8 --A--> S8 | S8 --B--> S6 | S6 --B--> S6 | S4 --L--> S4,
LK+F+|J+H*|B+L+,B F H J K L,S6 S7 S3 S5,S0 S1 S2 S3 S4 S5 S6 S7,S1 --B--> S4 | S1 --J--> S7 | S1 --L--> S0 | S0 --K--> S2 | S2 --F--> S6 | S2 --K--> S2 | S6 --F--> S6 | S7 --H--> S3 | S7 --J--> S7 | S3 --H--> S3 | S4 --B--> S4 | S4 --L--> S5 | S5 --L--> S5,
H+GDC*L+C+I+A+,A C D G H I L,S3,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --H--> S4 | S4 --G--> S1 | S4 --H--> S4 | S1 --D--> S5 | S5 --C--> S2 | S5 --L--> S6 | S2 --C--> S2 | S2 --L--> S6 | S6 --C--> S7 | S6 --L--> S6 | S7 --C--> S7 | S7 --I--> S8 | S8 --A--> S3 | S8 --I--> S8 | S3 --A--> S3,
A*|K+D+C|F+F|K+K*,A C D F K,S3 S5 S7 S6 S0 S4,S0 S1 S2 S3 S4 S5 S6 S7,S3 --A--> S3 | S5 --A--> S3 | S5 --F--> S2 | S5 --K--> S6 | S7 --D--> S1 | S7 --K--> S7 | S6 --D--> S1 | S6 --K--> S7 | S1 --C--> S0 | S1 --D--> S1 | S2 --F--> S4 | S4 --F--> S4,
[GJAEC],A C E G J [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --G--> S3 | S3 --J--> S4 | S4 --A--> S5 | S5 --E--> S6 | S6 --C--> S7 | S7 --]--> S1,
[HIF]+,F H I [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --H--> S2 | S2 --I--> S3 | S3 --F--> S4 | S4 --]--> S5 | S5 --]--> S5,
[DLJI],D I J L [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --D--> S3 | S3 --L--> S4 | S4 --J--> S5 | S5 --I--> S6 | S6 --]--> S1,
[IBL]*,B I L [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --I--> S2 | S2 --B--> S3 | S3 --L--> S5 | S5 --]--> S4 | S4 --]--> S4,
[BFK]*,B F K [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --B--> S2 | S2 --F--> S3 | S3 --K--> S5 | S5 --]--> S4 | S4 --]--> S4,
[DKAJHB]+,A B D H J K [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --D--> S2 | S2 --K--> S3 | S3 --A--> S4 | S4 --J--> S5 | S5 --H--> S6 | S6 --B--> S7 | S7 --]--> S8 | S8 --]--> S8,
[AKE]+,A E K [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --A--> S2 | S2 --K--> S3 | S3 --E--> S4 | S4 --]--> S5 | S5 --]--> S5,
[ICKEG]+,C E G I K [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --I--> S2 | S2 --C--> S3 | S3 --K--> S4 | S4 --E--> S5 | S5 --G--> S6 | S6 --]--> S7 | S7 --]--> S7,
E+B+L*|J,B E J L,S4 S2 S0,S0 S1 S2 S3 S4,S3 --B--> S4 | S3 --E--> S3 | S1 --E--> S3 | S1 --J--> S0 | S4 --B--> S4 | S4 --L--> S2 | S2 --L--> S2,
D|J+LL*|HC|BD|DD*|D,B C D H J L,S9 S7 S6 S4 S2 S5,S0 S1 S2 S3 S4 S5 S6 S7 S8 S9,S8 --B--> S1 | S8 --D--> S9 | S8 --H--> S0 | S8 --J--> S3 | S9 --D--> S5 | S3 --J--> S3 | S3 --L--> S7 | S7 --L--> S6 | S6 --L--> S6 | S0 --C--> S4 | S1 --D--> S2 | S5 --D--> S5,
[DIABCE]+,A B C D E I [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --D--> S2 | S2 --I--> S3 | S3 --A--> S4 | S4 --B--> S5 | S5 --C--> S6 | S6 --E--> S7 | S7 --]--> S8 | S8 --]--> S8,
B+D+A+FDBIE,A B D E F I,S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --B--> S6 | S6 --B--> S6 | S6 --D--> S7 | S7 --A--> S8 | S7 --D--> S7 | S8 --A--> S8 | S8 --F--> S2 | S2 --D--> S3 | S3 --B--> S4 | S4 --I--> S5 | S5 --E--> S1,
[FLI]*,F I L [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --F--> S2 | S2 --L--> S3 | S3 --I--> S5 | S5 --]--> S4 | S4 --]--> S4,
[AKCDF],A C D F K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --A--> S3 | S3 --K--> S4 | S4 --C--> S5 | S5 --D--> S6 | S6 --F--> S7 | S7 --]--> S1,
[FDLJ],D F J L [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --F--> S3 | S3 --D--> S4 | S4 --L--> S5 | S5 --J--> S6 | S6 --]--> S1,
[AGCDB]+,A B C D G [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --A--> S2 | S2 --G--> S3 | S3 --C--> S4 | S4 --D--> S5 | S5 --B--> S6 | S6 --]--> S7 | S7 --]--> S7,
HK*D,D H K,S1,S0 S1 S2 S3,S0 --H--> S3 | S3 --D--> S1 | S3 --K--> S2 | S2 --D--> S1 | S2 --K--> S2,
[KEBC]*,B C E K [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --K--> S2 | S2 --E--> S3 | S3 --B--> S4 | S4 --C--> S6 | S6 --]--> S5 | S5 --]--> S5,
HEF*C*|E+FD|B,B C D E F H,S8 S7 S5 S3 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8,S4 --B--> S2 | S4 --E--> S6 | S4 --H--> S0 | S0 --E--> S8 | S8 --C--> S5 | S8 --F--> S7 | S7 --C--> S5 | S7 --F--> S7 | S5 --C--> S5 | S6 --E--> S6 | S6 --F--> S1 | S1 --D--> S3,
AEDA*I+,A D E I,S4,S0 S1 S2 S3 S4 S5,S0 --A--> S1 | S1 --E--> S2 | S2 --D--> S5 | S5 --A--> S3 | S5 --I--> S4 | S3 --A--> S3 | S3 --I--> S4 | S4 --I--> S4,
[DKEC]+,C D E K [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --D--> S2 | S2 --K--> S3 | S3 --E--> S4 | S4 --C--> S5 | S5 --]--> S6 | S6 --]--> S6,
[EHB],B E H [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --E--> S3 | S3 --H--> S4 | S4 --B--> S5 | S5 --]--> S1,
I+A+C+D,A C D I,S1,S0 S1 S2 S3 S4,S0 --I--> S2 | S2 --A--> S3 | S2 --I--> S2 | S3 --A--> S3 | S3 --C--> S4 | S4 --C--> S4 | S4 --D--> S1,
[HIJE],E H I J [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --H--> S3 | S3 --I--> S4 | S4 --J--> S5 | S5 --E--> S6 | S6 --]--> S1,
C*|J*I|A+L*,A C I J L,S3 S5 S0 S4 S2,S0 S1 S2 S3 S4 S5,S3 --C--> S3 | S5 --A--> S4 | S5 --C--> S3 | S5 --I--> S0 | S5 --J--> S1 | S1 --I--> S0 | S1 --J--> S1 | S4 --A--> S4 | S4 --L--> S2 | S2 --L--> S2,
[CHIB],B C H I [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --C--> S3 | S3 --H--> S4 | S4 --I--> S5 | S5 --B--> S6 | S6 --]--> S1,
[IBHA]+,A B H I [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --I--> S2 | S2 --B--> S3 | S3 --H--> S4 | S4 --A--> S5 | S5 --]--> S6 | S6 --]--> S6,
H+|J+K+K+AJ*|D+G+,A D G H J K,S6 S7 S3 S5,S0 S1 S2 S3 S4 S5 S6 S7 S8,S6 --H--> S6 | S0 --D--> S4 | S0 --H--> S6 | S0 --J--> S1 | S1 --J--> S1 | S1 --K--> S2 | S2 --K--> S8 | S8 --A--> S7 | S8 --K--> S8 | S7 --J--> S3 | S3 --J--> S3 | S4 --D--> S4 | S4 --G--> S5 | S5 --G--> S5,
F+|A*B+|GI*|L+FC*,A B C F G I L,S6 S7 S5 S2 S4 S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S6 --F--> S6 | S8 --A--> S0 | S8 --B--> S7 | S8 --F--> S6 | S8 --G--> S5 | S8 --L--> S3 | S0 --A--> S0 | S0 --B--> S7 | S7 --B--> S7 | S5 --I--> S2 | S2 --I--> S2 | S3 --F--> S4 | S3 --L--> S3 | S4 --C--> S1 | S1 --C--> S1,
[FKL]+,F K L [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --F--> S2 | S2 --K--> S3 | S3 --L--> S4 | S4 --]--> S5 | S5 --]--> S5,
[AEDLK]*,A D E K L [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --A--> S2 | S2 --E--> S3 | S3 --D--> S4 | S4 --L--> S5 | S5 --K--> S7 | S7 --]--> S6 | S6 --]--> S6,
D*|D+B|E*I,B D E I,S3 S4 S1 S0,S0 S1 S2 S3 S4,S3 --B--> S1 | S3 --D--> S3 | S4 --D--> S3 | S4 --E--> S2 | S4 --I--> S0 | S2 --E--> S2 | S2 --I--> S0,
F|JFLB*|F,B F J L,S2 S5 S4,S0 S1 S2 S3 S4 S5,S3 --F--> S2 | S3 --J--> S0 | S0 --F--> S1 | S1 --L--> S5 | S5 --B--> S4 | S4 --B--> S4,
E*|A+A|H+H+H|K,A E H K,S3 S6 S4 S7 S0,S0 S1 S2 S3 S4 S5 S6 S7,S3 --E--> S3 | S6 --A--> S1 | S6 --E--> S3 | S6 --H--> S2 | S6 --K--> S0 | S1 --A--> S4 | S4 --A--> S4 | S2 --H--> S5 | S5 --H--> S7 | S7 --H--> S7,
K|I*B*G*LC*|E+I*,B C E G I K L,S0 S4 S3 S6 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8,S8 --B--> S5 | S8 --E--> S6 | S8 --G--> S1 | S8 --I--> S7 | S8 --K--> S0 | S8 --L--> S4 | S7 --B--> S5 | S7 --G--> S1 | S7 --I--> S7 | S7 --L--> S4 | S5 --B--> S5 | S5 --G--> S1 | S5 --L--> S4 | S1 --G--> S1 | S1 --L--> S4 | S4 --C--> S3 | S3 --C--> S3 | S6 --E--> S6 | S6 --I--> S2 | S2 --I--> S2,
[DKAIHC]*,A C D H I K [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --D--> S2 | S2 --K--> S3 | S3 --A--> S4 | S4 --I--> S5 | S5 --H--> S6 | S6 --C--> S8 | S8 --]--> S7 | S7 --]--> S7,
[IHKCF],C F H I K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --I--> S3 | S3 --H--> S4 | S4 --K--> S5 | S5 --C--> S6 | S6 --F--> S7 | S7 --]--> S1,
D|H+JG|J*F*C+,C D F G H J,S1 S2 S5,S0 S1 S2 S3 S4 S5 S6 S7,S7 --C--> S5 | S7 --D--> S1 | S7 --F--> S3 | S7 --H--> S4 | S7 --J--> S6 | S4 --H--> S4 | S4 --J--> S0 | S0 --G--> S2 | S6 --C--> S5 | S6 --F--> S3 | S6 --J--> S6 | S3 --C--> S5 | S3 --F--> S3 | S5 --C--> S5,
[EIG]+,E G I [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --E--> S2 | S2 --I--> S3 | S3 --G--> S4 | S4 --]--> S5 | S5 --]--> S5,
H+E+EK*|F+,E F H K,S5 S1 S4,S0 S1 S2 S3 S4 S5,S2 --E--> S3 | S2 --H--> S2 | S0 --F--> S4 | S0 --H--> S2 | S3 --E--> S5 | S5 --E--> S5 | S5 --K--> S1 | S1 --K--> S1 | S4 --F--> S4,
D*E*J*|GA,A D E G J,S4 S5 S3 S2 S1,S0 S1 S2 S3 S4 S5,S4 --D--> S4 | S4 --E--> S3 | S4 --J--> S2 | S5 --D--> S4 | S5 --E--> S3 | S5 --G--> S0 | S5 --J--> S2 | S3 --E--> S3 | S3 --J--> S2 | S2 --J--> S2 | S0 --A--> S1,
[BDECLG],B C D E G L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --B--> S3 | S3 --D--> S4 | S4 --E--> S5 | S5 --C--> S6 | S6 --L--> S7 | S7 --G--> S8 | S8 --]--> S1,
GFG+,F G,S3,S0 S1 S2 S3,S0 --G--> S1 | S1 --F--> S2 | S2 --G--> S3 | S3 --G--> S3,
[GAHEIC],A C E G H I [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --G--> S3 | S3 --A--> S4 | S4 --H--> S5 | S5 --E--> S6 | S6 --I--> S7 | S7 --C--> S8 | S8 --]--> S1,
[LGIEFK],E F G I K L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --L--> S3 | S3 --G--> S4 | S4 --I--> S5 | S5 --E--> S6 | S6 --F--> S7 | S7 --K--> S8 | S8 --]--> S1,
A+H+KI*J+,A H I J K,S2,S0 S1 S2 S3 S4 S5,S0 --A--> S3 | S3 --A--> S3 | S3 --H--> S4 | S4 --H--> S4 | S4 --K--> S5 | S5 --I--> S1 | S5 --J--> S2 | S1 --I--> S1 | S1 --J--> S2 | S2 --J--> S2,
G+A*|G*L+,A G L,S3 S0 S1,S0 S1 S2 S3,S3 --A--> S0 | S3 --G--> S3 | S3 --L--> S1 | S2 --G--> S3 | S2 --L--> S1 | S0 --A--> S0 | S1 --L--> S1,
[EIFLA]*,A E F I L [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --E--> S2 | S2 --I--> S3 | S3 --F--> S4 | S4 --L--> S5 | S5 --A--> S7 | S7 --]--> S6 | S6 --]--> S6,
[BHI]+,B H I [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --B--> S2 | S2 --H--> S3 | S3 --I--> S4 | S4 --]--> S5 | S5 --]--> S5,
K*B+J*,B J K,S3 S0,S0 S1 S2 S3,S1 --B--> S3 | S1 --K--> S1 | S2 --B--> S3 | S2 --K--> S1 | S3 --B--> S3 | S3 --J--> S0 | S0 --J--> S0,
[CFGL]*,C F G L [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --C--> S2 | S2 --F--> S3 | S3 --G--> S4 | S4 --L--> S6 | S6 --]--> S5 | S5 --]--> S5,
[HGFAKJ]*,A F G H J K [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --H--> S2 | S2 --G--> S3 | S3 --F--> S4 | S4 --A--> S5 | S5 --K--> S6 | S6 --J--> S8 | S8 --]--> S7 | S7 --]--> S7,
[CADFG],A C D F G [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --C--> S3 | S3 --A--> S4 | S4 --D--> S5 | S5 --F--> S6 | S6 --G--> S7 | S7 --]--> S1,
[LBJCA],A B C J L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --L--> S3 | S3 --B--> S4 | S4 --J--> S5 | S5 --C--> S6 | S6 --A--> S7 | S7 --]--> S1,
[FBIGEC],B C E F G I [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --F--> S3 | S3 --B--> S4 | S4 --I--> S5 | S5 --G--> S6 | S6 --E--> S7 | S7 --C--> S8 | S8 --]--> S1,
[EGKIC]*,C E G I K [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --E--> S2 | S2 --G--> S3 | S3 --K--> S4 | S4 --I--> S5 | S5 --C--> S7 | S7 --]--> S6 | S6 --]--> S6,
[IFAJ]+,A F I J [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --I--> S2 | S2 --F--> S3 | S3 --A--> S4 | S4 --J--> S5 | S5 --]--> S6 | S6 --]--> S6,
[BELIK],B E I K L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --B--> S3 | S3 --E--> S4 | S4 --L--> S5 | S5 --I--> S6 | S6 --K--> S7 | S7 --]--> S1,
[KCA]+,A C K [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --K--> S2 | S2 --C--> S3 | S3 --A--> S4 | S4 --]--> S5 | S5 --]--> S5,
[DLHEF],D E F H L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --D--> S3 | S3 --L--> S4 | S4 --H--> S5 | S5 --E--> S6 | S6 --F--> S7 | S7 --]--> S1,
[ALJGCE],A C E G J L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --A--> S3 | S3 --L--> S4 | S4 --J--> S5 | S5 --G--> S6 | S6 --C--> S7 | S7 --E--> S8 | S8 --]--> S1,
D*C*D|F,C D F,S3 S0 S1,S0 S1 S2 S3 S4,S3 --C--> S2 | S3 --D--> S3 | S4 --C--> S2 | S4 --D--> S3 | S4 --F--> S1 | S2 --C--> S2 | S2 --D--> S0,
[LBKHA]+,A B H K L [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --L--> S2 | S2 --B--> S3 | S3 --K--> S4 | S4 --H--> S5 | S5 --A--> S6 | S6 --]--> S7 | S7 --]--> S7,
[CJEDHG],C D E G H J [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --C--> S3 | S3 --J--> S4 | S4 --E--> S5 | S5 --D--> S6 | S6 --H--> S7 | S7 --G--> S8 | S8 --]--> S1,
C+|JB|L+F*|B,B C F J L,S4 S2 S6 S3 S1,S0 S1 S2 S3 S4 S5 S6,S4 --C--> S4 | S5 --B--> S1 | S5 --C--> S4 | S5 --J--> S0 | S5 --L--> S6 | S0 --B--> S2 | S6 --F--> S3 | S6 --L--> S6 | S3 --F--> S3,
