Regex,Alfabeto,Estados de aceptación,Estados,Transiciones,Error
AK,A K,S1,S0 S1 S2,S0 --A--> S2 | S2 --K--> S1,
CA,A C,S1,S0 S1 S2,S0 --C--> S2 | S2 --A--> S1,
ILA,A I L,S1,S0 S1 S2 S3,S0 --I--> S2 | S2 --L--> S3 | S3 --A--> S1,
ELC,C E L,S1,S0 S1 S2 S3,S0 --E--> S2 | S2 --L--> S3 | S3 --C--> S1,
GDG,D G,S1,S0 S1 S2 S3,S0 --G--> S2 | S2 --D--> S3 | S3 --G--> S1,
KGA,A G K,S1,S0 S1 S2 S3,S0 --K--> S2 | S2 --G--> S3 | S3 --A--> S1,
H|C,C H,S0 S1,S0 S1 S2,S2 --C--> S1 | S2 --H--> S0,
JHE,E H J,S1,S0 S1 S2 S3,S0 --J--> S2 | S2 --H--> S3 | S3 --E--> S1,
K|D,D K,S0 S1,S0 S1 S2,S2 --D--> S1 | S2 --K--> S0,
D|I,D I,S0 S1,S0 S1 S2,S2 --D--> S0 | S2 --I--> S1,
BDD,B D,S1,S0 S1 S2 S3,S0 --B--> S2 | S2 --D--> S3 | S3 --D--> S1,
GL,G L,S1,S0 S1 S2,S0 --G--> S2 | S2 --L--> S1,
KC,C K,S1,S0 S1 S2,S0 --K--> S2 | S2 --C--> S1,
EJC,C E J,S1,S0 S1 S2 S3,S0 --E--> S2 | S2 --J--> S3 | S3 --C--> S1,
IA,A I,S1,S0 S1 S2,S0 --I--> S2 | S2 --A--> S1,
IIC,C I,S1,S0 S1 S2 S3,S0 --I--> S2 | S2 --I--> S3 | S3 --C--> S1,
CL,C L,S1,S0 S1 S2,S0 --C--> S2 | S2 --L--> S1,
CKJ,C J K,S1,S0 S1 S2 S3,S0 --C--> S2 | S2 --K--> S3 | S3 --J--> S1,
LJG,G J L,S1,S0 S1 S2 S3,S0 --L--> S2 | S2 --J--> S3 | S3 --G--> S1,
IK,I K,S1,S0 S1 S2,S0 --I--> S2 | S2 --K--> S1,
G|D,D G,S0 S1,S0 S1 S2,S2 --D--> S1 | S2 --G--> S0,
KE,E K,S1,S0 S1 S2,S0 --K--> S2 | S2 --E--> S1,
D|K,D K,S0 S1,S0 S1 S2,S2 --D--> S0 | S2 --K--> S1,
LKF,F K L,S1,S0 S1 S2 S3,S0 --L--> S2 | S2 --K--> S3 | S3 --F--> S1,
JA,A J,S1,S0 S1 S2,S0 --J--> S2 | S2 --A--> S1,
KFE,E F K,S1,S0 S1 S2 S3,S0 --K--> S2 | S2 --F--> S3 | S3 --E--> S1,
GKE,E G K,S1,S0 S1 S2 S3,S0 --G--> S2 | S2 --K--> S3 | S3 --E--> S1,
IEJ,E I J,S1,S0 S1 S2 S3,S0 --I--> S2 | S2 --E--> S3 | S3 --J--> S1,
B|A,A B,S0 S1,S0 S1 S2,S2 --A--> S1 | S2 --B--> S0,
D|H,D H,S0 S1,S0 S1 S2,S2 --D--> S0 | S2 --H--> S1,
I|C,C I,S0 S1,S0 S1 S2,S2 --C--> S1 | S2 --I--> S0,
ED,D E,S1,S0 S1 S2,S0 --E--> S2 | S2 --D--> S1,
CLE,C E L,S1,S0 S1 S2 S3,S0 --C--> S2 | S2 --L--> S3 | S3 --E--> S1,
CD,C D,S1,S0 S1 S2,S0 --C--> S2 | S2 --D--> S1,
L|E,E L,S0 S1,S0 S1 S2,S2 --E--> S1 | S2 --L--> S0,
KDF,D F K,S1,S0 S1 S2 S3,S0 --K--> S2 | S2 --D--> S3 | S3 --F--> S1,
IL,I L,S1,S0 S1 S2,S0 --I--> S2 | S2 --L--> S1,
CHD,C D H,S1,S0 S1 S2 S3,S0 --C--> S2 | S2 --H--> S3 | S3 --D--> S1,
C|L,C L,S0 S1,S0 S1 S2,S2 --C--> S0 | S2 --L--> S1,
DLL,D L,S1,S0 S1 S2 S3,S0 --D--> S2 | S2 --L--> S3 | S3 --L--> S1,
AIC,A C I,S1,S0 S1 S2 S3,S0 --A--> S2 | S2 --I--> S3 | S3 --C--> S1,
BI,B I,S1,S0 S1 S2,S0 --B--> S2 | S2 --I--> S1,
ABI,A B I,S1,S0 S1 S2 S3,S0 --A--> S2 | S2 --B--> S3 | S3 --I--> S1,
G|G,G,S1,S0 S1,S0 --G--> S1,
BBF,B F,S1,S0 S1 S2 S3,S0 --B--> S2 | S2 --B--> S3 | S3 --F--> S1,
GH,G H,S1,S0 S1 S2,S0 --G--> S2 | S2 --H--> S1,
EAC,A C E,S1,S0 S1 S2 S3,S0 --E--> S2 | S2 --A--> S3 | S3 --C--> S1,
AHI,A H I,S1,S0 S1 S2 S3,S0 --A--> S2 | S2 --H--> S3 | S3 --I--> S1,
JHJ,H J,S1,S0 S1 S2 S3,S0 --J--> S2 | S2 --H--> S3 | S3 --J--> S1,
KHJ,H J K,S1,S0 S1 S2 S3,S0 --K--> S2 | S2 --H--> S3 | S3 --J--> S1,
LHC,C H L,S1,S0 S1 S2 S3,S0 --L--> S2 | S2 --H--> S3 | S3 --C--> S1,
CH,C H,S1,S0 S1 S2,S0 --C--> S2 | S2 --H--> S1,
KH,H K,S1,S0 S1 S2,S0 --K--> S2 | S2 --H--> S1,
JH,H J,S1,S0 S1 S2,S0 --J--> S2 | S2 --H--> S1,
AL,A L,S1,S0 S1 S2,S0 --A--> S2 | S2 --L--> S1,
IGE,E G I,S1,S0 S1 S2 S3,S0 --I--> S2 | S2 --G--> S3 | S3 --E--> S1,
KGF,F G K,S1,S0 S1 S2 S3,S0 --K--> S2 | S2 --G--> S3 | S3 --F--> S1,
IAD,A D I,S1,S0 S1 S2 S3,S0 --I--> S2 | S2 --A--> S3 | S3 --D--> S1,
F|J,F J,S0 S1,S0 S1 S2,S2 --F--> S0 | S2 --J--> S1,
IIL,I L,S1,S0 S1 S2 S3,S0 --I--> S2 | S2 --I--> S3 | S3 --L--> S1,
K|G,G K,S0 S1,S0 S1 S2,S2 --G--> S1 | S2 --K--> S0,
HCB,B C H,S1,S0 S1 S2 S3,S0 --H--> S2 | S2 --C--> S3 | S3 --B--> S1,
CJL,C J L,S1,S0 S1 S2 S3,S0 --C--> S2 | S2 --J--> S3 | S3 --L--> S1,
IF,F I,S1,S0 S1 S2,S0 --I--> S2 | S2 --F--> S1,
DGL,D G L,S1,S0 S1 S2 S3,S0 --D--> S2 | S2 --G--> S3 | S3 --L--> S1,
CED,C D E,S1,S0 S1 S2 S3,S0 --C--> S2 | S2 --E--> S3 | S3 --D--> S1,
E|C,C E,S0 S1,S0 S1 S2,S2 --C--> S1 | S2 --E--> S0,
IG,G I,S1,S0 S1 S2,S0 --I--> S2 | S2 --G--> S1,
D|F,D F,S0 S1,S0 S1 S2,S2 --D--> S0 | S2 --F--> S1,
AE,A E,S1,S0 S1 S2,S0 --A--> S2 | S2 --E--> S1,
LI,I L,S1,S0 S1 S2,S0 --L--> S2 | S2 --I--> S1,
AAD,A D,S1,S0 S1 S2 S3,S0 --A--> S2 | S2 --A--> S3 | S3 --D--> S1,
GK,G K,S1,S0 S1 S2,S0 --G--> S2 | S2 --K--> S1,
I|J,I J,S0 S1,S0 S1 S2,S2 --I--> S0 | S2 --J--> S1,
IAK,A I K,S1,S0 S1 S2 S3,S0 --I--> S2 | S2 --A--> S3 | S3 --K--> S1,
AHG,A G H,S1,S0 S1 S2 S3,S0 --A--> S2 | S2 --H--> S3 | S3 --G--> S1,
HFD,D F H,S1,S0 S1 S2 S3,S0 --H--> S2 | S2 --F--> S3 | S3 --D--> S1,
IFL,F I L,S1,S0 S1 S2 S3,S0 --I--> S2 | S2 --F--> S3 | S3 --L--> S1,
HBH,B H,S1,S0 S1 S2 S3,S0 --H--> S2 | S2 --B--> S3 | S3 --H--> S1,
LE,E L,S1,S0 S1 S2,S0 --L--> S2 | S2 --E--> S1,
FGE,E F G,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --G--> S3 | S3 --E--> S1,
KCG,C G K,S1,S0 S1 S2 S3,S0 --K--> S2 | S2 --C--> S3 | S3 --G--> S1,
LBK,B K L,S1,S0 S1 S2 S3,S0 --L--> S2 | S2 --B--> S3 | S3 --K--> S1,
FGI,F G I,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --G--> S3 | S3 --I--> S1,
FDL,D F L,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --D--> S3 | S3 --L--> S1,
FL,F L,S1,S0 S1 S2,S0 --F--> S2 | S2 --L--> S1,
EJ,E J,S1,S0 S1 S2,S0 --E--> S2 | S2 --J--> S1,
EGJ,E G J,S1,S0 S1 S2 S3,S0 --E--> S2 | S2 --G--> S3 | S3 --J--> S1,
FLB,B F L,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --L--> S3 | S3 --B--> S1,
LBB,B L,S1,S0 S1 S2 S3,S0 --L--> S2 | S2 --B--> S3 | S3 --B--> S1,
L|J,J L,S0 S1,S0 S1 S2,S2 --J--> S1 | S2 --L--> S0,
BEE,B E,S1,S0 S1 S2 S3,S0 --B--> S2 | S2 --E--> S3 | S3 --E--> S1,
HC,C H,S1,S0 S1 S2,S0 --H--> S2 | S2 --C--> S1,
H|K,H K,S0 S1,S0 S1 S2,S2 --H--> S0 | S2 --K--> S1,
IHB,B H I,S1,S0 S1 S2 S3,S0 --I--> S2 | S2 --H--> S3 | S3 --B--> S1,
BEK,B E K,S1,S0 S1 S2 S3,S0 --B--> S2 | S2 --E--> S3 | S3 --K--> S1,
BFA,A B F,S1,S0 S1 S2 S3,S0 --B--> S2 | S2 --F--> S3 | S3 --A--> S1,
L|C,C L,S0 S1,S0 S1 S2,S2 --C--> S1 | S2 --L--> S0,
FHD,D F H,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --H--> S3 | S3 --D--> S1,
LJH,H J L,S1,S0 S1 S2 S3,S0 --L--> S2 | S2 --J--> S3 | S3 --H--> S1,
FK,F K,S1,S0 S1 S2,S0 --F--> S2 | S2 --K--> S1,
EGC,C E G,S1,S0 S1 S2 S3,S0 --E--> S2 | S2 --G--> S3 | S3 --C--> S1,
A|L,A L,S0 S1,S0 S1 S2,S2 --A--> S0 | S2 --L--> S1,
JG,G J,S1,S0 S1 S2,S0 --J--> S2 | S2 --G--> S1,
D|C,C D,S0 S1,S0 S1 S2,S2 --C--> S1 | S2 --D--> S0,
BA,A B,S1,S0 S1 S2,S0 --B--> S2 | S2 --A--> S1,
GKH,G H K,S1,S0 S1 S2 S3,S0 --G--> S2 | S2 --K--> S3 | S3 --H--> S1,
GBK,B G K,S1,S0 S1 S2 S3,S0 --G--> S2 | S2 --B--> S3 | S3 --K--> S1,
IB,B I,S1,S0 S1 S2,S0 --I--> S2 | S2 --B--> S1,
G|E,E G,S0 S1,S0 S1 S2,S2 --E--> S1 | S2 --G--> S0,
LJD,D J L,S1,S0 S1 S2 S3,S0 --L--> S2 | S2 --J--> S3 | S3 --D--> S1,
JJ,J,S1,S0 S1 S2,S0 --J--> S2 | S2 --J--> S1,
FLI,F I L,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --L--> S3 | S3 --I--> S1,
AKD,A D K,S1,S0 S1 S2 S3,S0 --A--> S2 | S2 --K--> S3 | S3 --D--> S1,
KI,I K,S1,S0 S1 S2,S0 --K--> S2 | S2 --I--> S1,
DA,A D,S1,S0 S1 S2,S0 --D--> S2 | S2 --A--> S1,
GHC,C G H,S1,S0 S1 S2 S3,S0 --G--> S2 | S2 --H--> S3 | S3 --C--> S1,
FLH,F H L,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --L--> S3 | S3 --H--> S1,
HH,H,S1,S0 S1 S2,S0 --H--> S2 | S2 --H--> S1,
LF,F L,S1,S0 S1 S2,S0 --L--> S2 | S2 --F--> S1,
EAF,A E F,S1,S0 S1 S2 S3,S0 --E--> S2 | S2 --A--> S3 | S3 --F--> S1,
GJ,G J,S1,S0 S1 S2,S0 --G--> S2 | S2 --J--> S1,
DIF,D F I,S1,S0 S1 S2 S3,S0 --D--> S2 | S2 --I--> S3 | S3 --F--> S1,
F|D,D F,S0 S1,S0 S1 S2,S2 --D--> S1 | S2 --F--> S0,
DIA,A D I,S1,S0 S1 S2 S3,S0 --D--> S2 | S2 --I--> S3 | S3 --A--> S1,
FKH,F H K,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --K--> S3 | S3 --H--> S1,
DFK,D F K,S1,S0 S1 S2 S3,S0 --D--> S2 | S2 --F--> S3 | S3 --K--> S1,
L|B,B L,S0 S1,S0 S1 S2,S2 --B--> S1 | S2 --L--> S0,
AAG,A G,S1,S0 S1 S2 S3,S0 --A--> S2 | S2 --A--> S3 | S3 --G--> S1,
EDB,B D E,S1,S0 S1 S2 S3,S0 --E--> S2 | S2 --D--> S3 | S3 --B--> S1,
D|E,D E,S0 S1,S0 S1 S2,S2 --D--> S0 | S2 --E--> S1,
IHL,H I L,S1,S0 S1 S2 S3,S0 --I--> S2 | S2 --H--> S3 | S3 --L--> S1,
FEC,C E F,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --E--> S3 | S3 --C--> S1,
BDI,B D I,S1,S0 S1 S2 S3,S0 --B--> S2 | S2 --D--> S3 | S3 --I--> S1,
FCF,C F,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --C--> S3 | S3 --F--> S1,
CF,C F,S1,S0 S1 S2,S0 --C--> S2 | S2 --F--> S1,
ELL,E L,S1,S0 S1 S2 S3,S0 --E--> S2 | S2 --L--> S3 | S3 --L--> S1,
HE,E H,S1,S0 S1 S2,S0 --H--> S2 | S2 --E--> S1,
A|A,A,S1,S0 S1,S0 --A--> S1,
KAF,A F K,S1,S0 S1 S2 S3,S0 --K--> S2 | S2 --A--> S3 | S3 --F--> S1,
EDF,D E F,S1,S0 S1 S2 S3,S0 --E--> S2 | S2 --D--> S3 | S3 --F--> S1,
DF,D F,S1,S0 S1 S2,S0 --D--> S2 | S2 --F--> S1,
FDH,D F H,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --D--> S3 | S3 --H--> S1,
LK,K L,S1,S0 S1 S2,S0 --L--> S2 | S2 --K--> S1,
LFE,E F L,S1,S0 S1 S2 S3,S0 --L--> S2 | S2 --F--> S3 | S3 --E--> S1,
LJ,J L,S1,S0 S1 S2,S0 --L--> S2 | S2 --J--> S1,
IAC,A C I,S1,S0 S1 S2 S3,S0 --I--> S2 | S2 --A--> S3 | S3 --C--> S1,
I|I,I,S1,S0 S1,S0 --I--> S1,
CDB,B C D,S1,S0 S1 S2 S3,S0 --C--> S2 | S2 --D--> S3 | S3 --B--> S1,
IJI,I J,S1,S0 S1 S2 S3,S0 --I--> S2 | S2 --J--> S3 | S3 --I--> S1,
JLC,C J L,S1,S0 S1 S2 S3,S0 --J--> S2 | S2 --L--> S3 | S3 --C--> S1,
EFB,B E F,S1,S0 S1 S2 S3,S0 --E--> S2 | S2 --F--> S3 | S3 --B--> S1,
LCD,C D L,S1,S0 S1 S2 S3,S0 --L--> S2 | S2 --C--> S3 | S3 --D--> S1,
CJ,C J,S1,S0 S1 S2,S0 --C--> S2 | S2 --J--> S1,
HJ,H J,S1,S0 S1 S2,S0 --H--> S2 | S2 --J--> S1,
LA,A L,S1,S0 S1 S2,S0 --L--> S2 | S2 --A--> S1,
IEA,A E I,S1,S0 S1 S2 S3,S0 --I--> S2 | S2 --E--> S3 | S3 --A--> S1,
GKL,G K L,S1,S0 S1 S2 S3,S0 --G--> S2 | S2 --K--> S3 | S3 --L--> S1,
LFK,F K L,S1,S0 S1 S2 S3,S0 --L--> S2 | S2 --F--> S3 | S3 --K--> S1,
DAK,A D K,S1,S0 S1 S2 S3,S0 --D--> S2 | S2 --A--> S3 | S3 --K--> S1,
LCB,B C L,S1,S0 S1 S2 S3,S0 --L--> S2 | S2 --C--> S3 | S3 --B--> S1,
LEK,E K L,S1,S0 S1 S2 S3,S0 --L--> S2 | S2 --E--> S3 | S3 --K--> S1,
FJL,F J L,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --J--> S3 | S3 --L--> S1,
FAI,A F I,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --A--> S3 | S3 --I--> S1,
HDE,D E H,S1,S0 S1 S2 S3,S0 --H--> S2 | S2 --D--> S3 | S3 --E--> S1,
EL,E L,S1,S0 S1 S2,S0 --E--> S2 | S2 --L--> S1,
CHC,C H,S1,S0 S1 S2 S3,S0 --C--> S2 | S2 --H--> S3 | S3 --C--> S1,
DG,D G,S1,S0 S1 S2,S0 --D--> S2 | S2 --G--> S1,
GLI,G I L,S1,S0 S1 S2 S3,S0 --G--> S2 | S2 --L--> S3 | S3 --I--> S1,
LAA,A L,S1,S0 S1 S2 S3,S0 --L--> S2 | S2 --A--> S3 | S3 --A--> S1,
IAF,A F I,S1,S0 S1 S2 S3,S0 --I--> S2 | S2 --A--> S3 | S3 --F--> S1,
CAC,A C,S1,S0 S1 S2 S3,S0 --C--> S2 | S2 --A--> S3 | S3 --C--> S1,
AJ,A J,S1,S0 S1 S2,S0 --A--> S2 | S2 --J--> S1,
HKI,H I K,S1,S0 S1 S2 S3,S0 --H--> S2 | S2 --K--> S3 | S3 --I--> S1,
CDJ,C D J,S1,S0 S1 S2 S3,S0 --C--> S2 | S2 --D--> S3 | S3 --J--> S1,
AGB,A B G,S1,S0 S1 S2 S3,S0 --A--> S2 | S2 --G--> S3 | S3 --B--> S1,
FEH,E F H,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --E--> S3 | S3 --H--> S1,
GB,B G,S1,S0 S1 S2,S0 --G--> S2 | S2 --B--> S1,
D|B,B D,S0 S1,S0 S1 S2,S2 --B--> S1 | S2 --D--> S0,
LDA,A D L,S1,S0 S1 S2 S3,S0 --L--> S2 | S2 --D--> S3 | S3 --A--> S1,
BGK,B G K,S1,S0 S1 S2 S3,S0 --B--> S2 | S2 --G--> S3 | S3 --K--> S1,
BEA,A B E,S1,S0 S1 S2 S3,S0 --B--> S2 | S2 --E--> S3 | S3 --A--> S1,
CJJ,C J,S1,S0 S1 S2 S3,S0 --C--> S2 | S2 --J--> S3 | S3 --J--> S1,
BG,B G,S1,S0 S1 S2,S0 --B--> S2 | S2 --G--> S1,
FII,F I,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --I--> S3 | S3 --I--> S1,
EKG,E G K,S1,S0 S1 S2 S3,S0 --E--> S2 | S2 --K--> S3 | S3 --G--> S1,
ACA,A C,S1,S0 S1 S2 S3,S0 --A--> S2 | S2 --C--> S3 | S3 --A--> S1,
BD,B D,S1,S0 S1 S2,S0 --B--> S2 | S2 --D--> S1,
FG,F G,S1,S0 S1 S2,S0 --F--> S2 | S2 --G--> S1,
LJC,C J L,S1,S0 S1 S2 S3,S0 --L--> S2 | S2 --J--> S3 | S3 --C--> S1,
GEA,A E G,S1,S0 S1 S2 S3,S0 --G--> S2 | S2 --E--> S3 | S3 --A--> S1,
BJC,B C J,S1,S0 S1 S2 S3,S0 --B--> S2 | S2 --J--> S3 | S3 --C--> S1,
FJJ,F J,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --J--> S3 | S3 --J--> S1,
I|A,A I,S0 S1,S0 S1 S2,S2 --A--> S1 | S2 --I--> S0,
CKE,C E K,S1,S0 S1 S2 S3,S0 --C--> S2 | S2 --K--> S3 | S3 --E--> S1,
ALK,A K L,S1,S0 S1 S2 S3,S0 --A--> S2 | S2 --L--> S3 | S3 --K--> S1,
FLD,D F L,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --L--> S3 | S3 --D--> S1,
HLG,G H L,S1,S0 S1 S2 S3,S0 --H--> S2 | S2 --L--> S3 | S3 --G--> S1,
ADC,A C D,S1,S0 S1 S2 S3,S0 --A--> S2 | S2 --D--> S3 | S3 --C--> S1,
GGH,G H,S1,S0 S1 S2 S3,S0 --G--> S2 | S2 --G--> S3 | S3 --H--> S1,
CJF,C F J,S1,S0 S1 S2 S3,S0 --C--> S2 | S2 --J--> S3 | S3 --F--> S1,
IDH,D H I,S1,S0 S1 S2 S3,S0 --I--> S2 | S2 --D--> S3 | S3 --H--> S1,
BCI,B C I,S1,S0 S1 S2 S3,S0 --B--> S2 | S2 --C--> S3 | S3 --I--> S1,
FIH,F H I,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --I--> S3 | S3 --H--> S1,
GDC,C D G,S1,S0 S1 S2 S3,S0 --G--> S2 | S2 --D--> S3 | S3 --C--> S1,
GAB,A B G,S1,S0 S1 S2 S3,S0 --G--> S2 | S2 --A--> S3 | S3 --B--> S1,
KF,F K,S1,S0 S1 S2,S0 --K--> S2 | S2 --F--> S1,
LIG,G I L,S1,S0 S1 S2 S3,S0 --L--> S2 | S2 --I--> S3 | S3 --G--> S1,
IIK,I K,S1,S0 S1 S2 S3,S0 --I--> S2 | S2 --I--> S3 | S3 --K--> S1,
J|D,D J,S0 S1,S0 S1 S2,S2 --D--> S1 | S2 --J--> S0,
ILC,C I L,S1,S0 S1 S2 S3,S0 --I--> S2 | S2 --L--> S3 | S3 --C--> S1,
CJE,C E J,S1,S0 S1 S2 S3,S0 --C--> S2 | S2 --J--> S3 | S3 --E--> S1,
EA,A E,S1,S0 S1 S2,S0 --E--> S2 | S2 --A--> S1,
IKE,E I K,S1,S0 S1 S2 S3,S0 --I--> S2 | S2 --K--> S3 | S3 --E--> S1,
AAE,A E,S1,S0 S1 S2 S3,S0 --A--> S2 | S2 --A--> S3 | S3 --E--> S1,
KIC,C I K,S1,S0 S1 S2 S3,S0 --K--> S2 | S2 --I--> S3 | S3 --C--> S1,
GAF,A F G,S1,S0 S1 S2 S3,S0 --G--> S2 | S2 --A--> S3 | S3 --F--> S1,
FHA,A F H,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --H--> S3 | S3 --A--> S1,
KGE,E G K,S1,S0 S1 S2 S3,S0 --K--> S2 | S2 --G--> S3 | S3 --E--> S1,
JKB,B J K,S1,S0 S1 S2 S3,S0 --J--> S2 | S2 --K--> S3 | S3 --B--> S1,
JLI,I J L,S1,S0 S1 S2 S3,S0 --J--> S2 | S2 --L--> S3 | S3 --I--> S1,
EEB,B E,S1,S0 S1 S2 S3,S0 --E--> S2 | S2 --E--> S3 | S3 --B--> S1,
CK,C K,S1,S0 S1 S2,S0 --C--> S2 | S2 --K--> S1,
IID,D I,S1,S0 S1 S2 S3,S0 --I--> S2 | S2 --I--> S3 | S3 --D--> S1,
IDB,B D I,S1,S0 S1 S2 S3,S0 --I--> S2 | S2 --D--> S3 | S3 --B--> S1,
KAJ,A J K,S1,S0 S1 S2 S3,S0 --K--> S2 | S2 --A--> S3 | S3 --J--> S1,
AEB,A B E,S1,S0 S1 S2 S3,S0 --A--> S2 | S2 --E--> S3 | S3 --B--> S1,
FKC,C F K,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --K--> S3 | S3 --C--> S1,
CCF,C F,S1,S0 S1 S2 S3,S0 --C--> S2 | S2 --C--> S3 | S3 --F--> S1,
AEL,A E L,S1,S0 S1 S2 S3,S0 --A--> S2 | S2 --E--> S3 | S3 --L--> S1,
A|E,A E,S0 S1,S0 S1 S2,S2 --A--> S0 | S2 --E--> S1,
FHL,F H L,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --H--> S3 | S3 --L--> S1,
LCG,C G L,S1,S0 S1 S2 S3,S0 --L--> S2 | S2 --C--> S3 | S3 --G--> S1,
H|L,H L,S0 S1,S0 S1 S2,S2 --H--> S0 | S2 --L--> S1,
BGC,B C G,S1,S0 S1 S2 S3,S0 --B--> S2 | S2 --G--> S3 | S3 --C--> S1,
DKD,D K,S1,S0 S1 S2 S3,S0 --D--> S2 | S2 --K--> S3 | S3 --D--> S1,
BFJ,B F J,S1,S0 S1 S2 S3,S0 --B--> S2 | S2 --F--> S3 | S3 --J--> S1,
KCJ,C J K,S1,S0 S1 S2 S3,S0 --K--> S2 | S2 --C--> S3 | S3 --J--> S1,
GJF,F G J,S1,S0 S1 S2 S3,S0 --G--> S2 | S2 --J--> S3 | S3 --F--> S1,
KLH,H K L,S1,S0 S1 S2 S3,S0 --K--> S2 | S2 --L--> S3 | S3 --H--> S1,
D|J,D J,S0 S1,S0 S1 S2,S2 --D--> S0 | S2 --J--> S1,
HLK,H K L,S1,S0 S1 S2 S3,S0 --H--> S2 | S2 --L--> S3 | S3 --K--> S1,
KDD,D K,S1,S0 S1 S2 S3,S0 --K--> S2 | S2 --D--> S3 | S3 --D--> S1,
JC,C J,S1,S0 S1 S2,S0 --J--> S2 | S2 --C--> S1,
IGC,C G I,S1,S0 S1 S2 S3,S0 --I--> S2 | S2 --G--> S3 | S3 --C--> S1,
JBL,B J L,S1,S0 S1 S2 S3,S0 --J--> S2 | S2 --B--> S3 | S3 --L--> S1,
HFH,F H,S1,S0 S1 S2 S3,S0 --H--> S2 | S2 --F--> S3 | S3 --H--> S1,
FHC,C F H,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --H--> S3 | S3 --C--> S1,
E|K,E K,S0 S1,S0 S1 S2,S2 --E--> S0 | S2 --K--> S1,
LAK,A K L,S1,S0 S1 S2 S3,S0 --L--> S2 | S2 --A--> S3 | S3 --K--> S1,
D|A,A D,S0 S1,S0 S1 S2,S2 --A--> S1 | S2 --D--> S0,
JAI,A I J,S1,S0 S1 S2 S3,S0 --J--> S2 | S2 --A--> S3 | S3 --I--> S1,
GGJ,G J,S1,S0 S1 S2 S3,S0 --G--> S2 | S2 --G--> S3 | S3 --J--> S1,
FEK,E F K,S1,S0 S1 S2 S3,S0 --F--> S2 | S2 --E--> S3 | S3 --K--> S1,
JED,D E J,S1,S0 S1 S2 S3,S0 --J--> S2 | S2 --E--> S3 | S3 --D--> S1,
EBJ,B E J,S1,S0 S1 S2 S3,S0 --E--> S2 | S2 --B--> S3 | S3 --J--> S1,
EB,B E,S1,S0 S1 S2,S0 --E--> S2 | S2 --B--> S1,
DJB,B D J,S1,S0 S1 S2 S3,S0 --D--> S2 | S2 --J--> S3 | S3 --B--> S1,
FC,C F,S1,S0 S1 S2,S0 --F--> S2 | S2 --C--> S1,
GEH,E G H,S1,S0 S1 S2 S3,S0 --G--> S2 | S2 --E--> S3 | S3 --H--> S1,
AGL,A G L,S1,S0 S1 S2 S3,S0 --A--> S2 | S2 --G--> S3 | S3 --L--> S1,
GIH,G H I,S1,S0 S1 S2 S3,S0 --G--> S2 | S2 --I--> S3 | S3 --H--> S1,
DL,D L,S1,S0 S1 S2,S0 --D--> S2 | S2 --L--> S1,
AEE,A E,S1,S0 S1 S2 S3,S0 --A--> S2 | S2 --E--> S3 | S3 --E--> S1,
EIK,E I K,S1,S0 S1 S2 S3,S0 --E--> S2 | S2 --I--> S3 | S3 --K--> S1,
BFD,B D F,S1,S0 S1 S2 S3,S0 --B--> S2 | S2 --F--> S3 | S3 --D--> S1,
GJE,E G J,S1,S0 S1 S2 S3,S0 --G--> S2 | S2 --J--> S3 | S3 --E--> S1,
AH,A H,S1,S0 S1 S2,S0 --A--> S2 | S2 --H--> S1,
CAH,A C H,S1,S0 S1 S2 S3,S0 --C--> S2 | S2 --A--> S3 | S3 --H--> S1,
LDF,D F L,S1,S0 S1 S2 S3,S0 --L--> S2 | S2 --D--> S3 | S3 --F--> S1,
GJJ,G J,S1,S0 S1 S2 S3,S0 --G--> S2 | S2 --J--> S3 | S3 --J--> S1,
HIB,B H I,S1,S0 S1 S2 S3,S0 --H--> S2 | S2 --I--> S3 | S3 --B--> S1,
JAB,A B J,S1,S0 S1 S2 S3,S0 --J--> S2 | S2 --A--> S3 | S3 --B--> S1,
KG,G K,S1,S0 S1 S2,S0 --K--> S2 | S2 --G--> S1,
BBD,B D,S1,S0 S1 S2 S3,S0 --B--> S2 | S2 --B--> S3 | S3 --D--> S1,
