Regex,Alfabeto,Estados de aceptación,Estados,Transiciones,Error
[BLAHG]*,A B G H L [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --B--> S2 | S2 --L--> S3 | S3 --A--> S4 | S4 --H--> S5 | S5 --G--> S7 | S7 --]--> S6 | S6 --]--> S6,
[HCG],C G H [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --H--> S3 | S3 --C--> S4 | S4 --G--> S5 | S5 --]--> S1,
[BIDH]+,B D H I [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --B--> S2 | S2 --I--> S3 | S3 --D--> S4 | S4 --H--> S5 | S5 --]--> S6 | S6 --]--> S6,
(?:(?:K?|L+A|B?)B*|I)A+|L*E*,,,,,Línea 138: ValueError: '?' inválido.
(?:(?:F+)IH+E+|J?J+A+),,,,,Línea 139: ValueError: '?' inválido.
[CIBKA],A B C I K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --C--> S3 | S3 --I--> S4 | S4 --B--> S5 | S5 --K--> S6 | S6 --A--> S7 | S7 --]--> S1,
[KHEL]+,E H K L [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --K--> S2 | S2 --H--> S3 | S3 --E--> S4 | S4 --L--> S5 | S5 --]--> S6 | S6 --]--> S6,
(?:(?:K?)F?|I+B*L)K?J?,,,,,Línea 142: ValueError: '?' inválido.
(?:(?:(?:(?:G?)C+|CA*L)H?|K?)B*)E*,,,,,Línea 143: ValueError: '?' inválido.
(?:B+CA?),,,,,Línea 144: ValueError: '?' inválido.
[IAHFE]*,A E F H I [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --I--> S2 | S2 --A--> S3 | S3 --H--> S4 | S4 --F--> S5 | S5 --E--> S7 | S7 --]--> S6 | S6 --]--> S6,
(?:I+B*C?L?|E+H?)A,,,,,Línea 146: ValueError: '?' inválido.
[KHFJ],F H J K [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --K--> S3 | S3 --H--> S4 | S4 --F--> S5 | S5 --J--> S6 | S6 --]--> S1,
[FDBGE],B D E F G [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --F--> S3 | S3 --D--> S4 | S4 --B--> S5 | S5 --G--> S6 | S6 --E--> S7 | S7 --]--> S1,
[HCF]*,C F H [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --H--> S2 | S2 --C--> S3 | S3 --F--> S5 | S5 --]--> S4 | S4 --]--> S4,
L?G*G?|A*L|I*,A G I L,S5 S4 S3 S0 S2,S0 S1 S2 S3 S4 S5,S5 --A--> S1 | S5 --G--> S3 | S5 --I--> S2 | S5 --L--> S4 | S4 --G--> S3 | S3 --G--> S3 | S1 --A--> S1 | S1 --L--> S0 | S2 --I--> S2,
(?:H|I+)J+B?I+C*L+,,,,,Línea 151: ValueError: '?' inválido.
[FJD]+,D F J [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --F--> S2 | S2 --J--> S3 | S3 --D--> S4 | S4 --]--> S5 | S5 --]--> S5,
F?C?|E+L+|L+A?D*|K,A C D E F K L,S8 S6 S1 S4 S7 S5 S3 S0,S0 S1 S2 S3 S4 S5 S6 S7 S8,S8 --C--> S1 | S8 --E--> S2 | S8 --F--> S6 | S8 --K--> S0 | S8 --L--> S7 | S6 --C--> S1 | S2 --E--> S2 | S2 --L--> S4 | S4 --L--> S4 | S7 --A--> S5 | S7 --D--> S3 | S7 --L--> S7 | S5 --D--> S3 | S3 --D--> S3,
[FLK]*,F K L [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --F--> S2 | S2 --L--> S3 | S3 --K--> S5 | S5 --]--> S4 | S4 --]--> S4,
(?:C*F+|I?E*)F|A?,,,,,Línea 155: ValueError: '?' inválido.
(?:(?:H+D+|JH)C*D|I*),,,,,Línea 156: ValueError: '?' inválido.
B*G*A+|H+CK?HE*,A B C E G H K,S3 S5 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8,S6 --A--> S3 | S6 --B--> S6 | S6 --G--> S1 | S8 --A--> S3 | S8 --B--> S6 | S8 --G--> S1 | S8 --H--> S4 | S1 --A--> S3 | S1 --G--> S1 | S3 --A--> S3 | S4 --C--> S7 | S4 --H--> S4 | S7 --H--> S5 | S7 --K--> S0 | S0 --H--> S5 | S5 --E--> S2 | S2 --E--> S2,
(?:I+L?|FG*)IGJ?|L?EF*|K?,,,,,Línea 158: ValueError: '?' inválido.
FG|K*G*|K?C?,C F G K,S6 S1 S5 S4 S3 S2,S0 S1 S2 S3 S4 S5 S6,S6 --C--> S2 | S6 --F--> S0 | S6 --G--> S3 | S6 --K--> S5 | S0 --G--> S1 | S5 --C--> S2 | S5 --G--> S3 | S5 --K--> S4 | S4 --G--> S3 | S4 --K--> S4 | S3 --G--> S3,
(?:(?:H+|H)F*H+G)G?|A+,,,,,Línea 160: ValueError: '?' inválido.
F|E+H+|C+L+FD?,C D E F H L,S0 S6 S7 S1,S0 S1 S2 S3 S4 S5 S6 S7,S2 --C--> S4 | S2 --E--> S3 | S2 --F--> S0 | S3 --E--> S3 | S3 --H--> S6 | S6 --H--> S6 | S4 --C--> S4 | S4 --L--> S5 | S5 --F--> S7 | S5 --L--> S5 | S7 --D--> S1,
K*I?|B+A*A*|F+C,A B C F I K,S4 S6 S1 S5 S3 S0,S0 S1 S2 S3 S4 S5 S6,S4 --I--> S1 | S4 --K--> S4 | S6 --B--> S5 | S6 --F--> S2 | S6 --I--> S1 | S6 --K--> S4 | S5 --A--> S3 | S5 --B--> S5 | S3 --A--> S3 | S2 --C--> S0 | S2 --F--> S2,
(?:(?:B?G*|D)E?B*|G+K?|ID+|K+L?)J,,,,,Línea 163: ValueError: '?' inválido.
(?:E?E?H),,,,,Línea 164: ValueError: '?' inválido.
G+|FE|I*LE+|D?,D E F G I L,S6 S7 S3 S5 S2,S0 S1 S2 S3 S4 S5 S6 S7,S6 --G--> S6 | S7 --D--> S2 | S7 --F--> S0 | S7 --G--> S6 | S7 --I--> S4 | S7 --L--> S1 | S0 --E--> S3 | S4 --I--> S4 | S4 --L--> S1 | S1 --E--> S5 | S5 --E--> S5,
(?:F?|K+G+K+)I+,,,,,Línea 166: ValueError: '?' inválido.
(?:G+D*A?B),,,,,Línea 167: ValueError: '?' inválido.
[JIKH]*,H I J K [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --J--> S2 | S2 --I--> S3 | S3 --K--> S4 | S4 --H--> S6 | S6 --]--> S5 | S5 --]--> S5,
(?:I+|J*C+K*L*G*J+|H+H+),,,,,Línea 169: ValueError: '?' inválido.
(?:(?:FA+F+|D+G*H+)I?J?),,,,,Línea 170: ValueError: '?' inválido.
[FHIJB]*,B F H I J [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --F--> S2 | S2 --H--> S3 | S3 --I--> S4 | S4 --J--> S5 | S5 --B--> S7 | S7 --]--> S6 | S6 --]--> S6,
(?:(?:K+)B?|LE*H)F|DJ|H+A*|E+,,,,,Línea 172: ValueError: '?' inválido.
(?:(?:(?:C+)C?)I?),,,,,Línea 173: ValueError: '?' inválido.
(?:H+)BKAFB?I|D,,,,,Línea 174: ValueError: '?' inválido.
[HCEF]+,C E F H [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --H--> S2 | S2 --C--> S3 | S3 --E--> S4 | S4 --F--> S5 | S5 --]--> S6 | S6 --]--> S6,
(?:H+)C*A?,,,,,Línea 176: ValueError: '?' inválido.
(?:(?:(?:E?C?|L+B|E+)G+E*)C*C?J?|J*),,,,,Línea 177: ValueError: '?' inválido.
B*K*K,B K,S0,S0 S1 S2,S1 --B--> S1 | S1 --K--> S0 | S2 --B--> S1 | S2 --K--> S0 | S0 --K--> S0,
(?:I+K)D?K?G+|K?D+G+|GK*,,,,,Línea 179: ValueError: '?' inválido.
[GLK]*,G K L [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --G--> S2 | S2 --L--> S3 | S3 --K--> S5 | S5 --]--> S4 | S4 --]--> S4,
[CFLDEB]?,B C D E F L [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --C--> S2 | S2 --F--> S3 | S3 --L--> S4 | S4 --D--> S5 | S5 --E--> S6 | S6 --B--> S8 | S8 --]--> S7,
[CHG]?,C G H [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --C--> S2 | S2 --H--> S3 | S3 --G--> S5 | S5 --]--> S4,
[KDCJ],C D J K [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --K--> S3 | S3 --D--> S4 | S4 --C--> S5 | S5 --J--> S6 | S6 --]--> S1,
(?:A?)ADJ?,,,,,Línea 184: ValueError: '?' inválido.
(?:B+|D?K+K*|B*K+I)HA,,,,,Línea 185: ValueError: '?' inválido.
[KFE],E F K [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --K--> S3 | S3 --F--> S4 | S4 --E--> S5 | S5 --]--> S1,
(?:II+)J?|J*IC?I?,,,,,Línea 187: ValueError: '?' inválido.
F*A+B+KJ?H?,A B F H J K,S6 S5 S0,S0 S1 S2 S3 S4 S5 S6,S1 --A--> S3 | S1 --F--> S1 | S2 --A--> S3 | S2 --F--> S1 | S3 --A--> S3 | S3 --B--> S4 | S4 --B--> S4 | S4 --K--> S6 | S6 --H--> S0 | S6 --J--> S5 | S5 --H--> S0,
K+|I*D+|K?L?L*K*|IA|H?I+|FJ|F?,A D F H I J K L,S12 S9 S13 S10 S7 S6 S11 S8 S5 S2 S4 S3 S1,S0 S1 S10 S11 S12 S13 S2 S3 S4 S5 S6 S7 S8 S9,S12 --K--> S9 | S12 --L--> S11 | S9 --K--> S9 | S13 --D--> S6 | S13 --F--> S3 | S13 --H--> S0 | S13 --I--> S10 | S13 --K--> S12 | S13 --L--> S11 | S10 --A--> S2 | S10 --D--> S6 | S10 --I--> S7 | S7 --D--> S6 | S7 --I--> S7 | S6 --D--> S6 | S11 --K--> S5 | S11 --L--> S8 | S8 --K--> S5 | S8 --L--> S8 | S5 --K--> S5 | S0 --I--> S4 | S4 --I--> S4 | S3 --J--> S1,
(?:K+GDA*)A|E?J|C+K?,,,,,Línea 190: ValueError: '?' inválido.
(?:K+|H+K?|A?H+)D*DE|D*B|AK+|H,,,,,Línea 191: ValueError: '?' inválido.
(?:G?|A*G+|J*K?F)H,,,,,Línea 192: ValueError: '?' inválido.
[BEAJDF]+,A B D E F J [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --B--> S2 | S2 --E--> S3 | S3 --A--> S4 | S4 --J--> S5 | S5 --D--> S6 | S6 --F--> S7 | S7 --]--> S8 | S8 --]--> S8,
(?:(?:F+)K?G?E?H|A+F+|C*)L+|EF*,,,,,Línea 194: ValueError: '?' inválido.
[LKDG]*,D G K L [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --L--> S2 | S2 --K--> S3 | S3 --D--> S4 | S4 --G--> S6 | S6 --]--> S5 | S5 --]--> S5,
(?:(?:L*F*)B)F*A+H*D?|L,,,,,Línea 196: ValueError: '?' inválido.
(?:(?:(?:J)D?)G*|E),,,,,Línea 197: ValueError: '?' inválido.
[AGEI]?,A E G I [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --A--> S2 | S2 --G--> S3 | S3 --E--> S4 | S4 --I--> S6 | S6 --]--> S5,
(?:(?:(?:C*|K*)FI*|KGE+AI)K*),,,,,Línea 199: ValueError: '?' inválido.
[FBI],B F I [ ],S1,S0 S1 S2 S3 S4 S5,S0 --[--> S2 | S2 --F--> S3 | S3 --B--> S4 | S4 --I--> S5 | S5 --]--> S1,
[AGB]?,A B G [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --A--> S2 | S2 --G--> S3 | S3 --B--> S5 | S5 --]--> S4,
(?:C*H|J?)H?G,,,,,Línea 202: ValueError: '?' inválido.
[DJLE]+,D E J L [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --D--> S2 | S2 --J--> S3 | S3 --L--> S4 | S4 --E--> S5 | S5 --]--> S6 | S6 --]--> S6,
A?A?|A*E?|I*,A E I,S5 S4 S3 S2 S0 S1,S0 S1 S2 S3 S4 S5,S5 --A--> S4 | S5 --E--> S0 | S5 --I--> S1 | S4 --A--> S3 | S4 --E--> S0 | S3 --A--> S2 | S3 --E--> S0 | S2 --A--> S2 | S2 --E--> S0 | S1 --I--> S1,
C*IK+D*,C D I K,S4 S1,S0 S1 S2 S3 S4,S2 --C--> S2 | S2 --I--> S0 | S3 --C--> S2 | S3 --I--> S0 | S0 --K--> S4 | S4 --D--> S1 | S4 --K--> S4 | S1 --D--> S1,
D+|EDJ*|E?,D E J,S2 S4 S0 S3 S1,S0 S1 S2 S3 S4,S2 --D--> S2 | S4 --D--> S2 | S4 --E--> S0 | S0 --D--> S3 | S3 --J--> S1 | S1 --J--> S1,
HL+|C?K?|H*I+|L*,C H I K L,S7 S5 S6 S2 S4 S1,S0 S1 S2 S3 S4 S5 S6 S7,S7 --C--> S6 | S7 --H--> S3 | S7 --I--> S4 | S7 --K--> S2 | S7 --L--> S1 | S3 --H--> S0 | S3 --I--> S4 | S3 --L--> S5 | S5 --L--> S5 | S6 --K--> S2 | S0 --H--> S0 | S0 --I--> S4 | S4 --I--> S4 | S1 --L--> S1,
(?:(?:F?|G*)CCH*H+|D+),,,,,Línea 208: ValueError: '?' inválido.
[KFAH],A F H K [ ],S1,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S2 | S2 --K--> S3 | S3 --F--> S4 | S4 --A--> S5 | S5 --H--> S6 | S6 --]--> S1,
(?:E*H)G*F,,,,,Línea 210: ValueError: '?' inválido.
[LICEB]+,B C E I L [ ],S7,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --L--> S2 | S2 --I--> S3 | S3 --C--> S4 | S4 --E--> S5 | S5 --B--> S6 | S6 --]--> S7 | S7 --]--> S7,
[HDLGFA]+,A D F G H L [ ],S8,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --H--> S2 | S2 --D--> S3 | S3 --L--> S4 | S4 --G--> S5 | S5 --F--> S6 | S6 --A--> S7 | S7 --]--> S8 | S8 --]--> S8,
H*B*A*|JK|H?B,A B H J K,S6 S5 S7 S4 S3 S2 S1,S0 S1 S2 S3 S4 S5 S6 S7,S6 --A--> S2 | S6 --B--> S4 | S6 --H--> S5 | S5 --A--> S2 | S5 --B--> S3 | S5 --H--> S5 | S7 --A--> S2 | S7 --B--> S4 | S7 --H--> S6 | S7 --J--> S0 | S4 --A--> S2 | S4 --B--> S3 | S3 --A--> S2 | S3 --B--> S3 | S2 --A--> S2 | S0 --K--> S1,
(?:(?:G+|I+K?|L)A*)F?G*J*K+,,,,,Línea 214: ValueError: '?' inválido.
(?:(?:A+|H)J+|E?D*)A+G|J?BI+L*,,,,,Línea 215: ValueError: '?' inválido.
(?:LA*)A+H*K?D?,,,,,Línea 216: ValueError: '?' inválido.
L?G*|L+J?E*|D+I?,D E G I J L,S5 S7 S1 S6 S3 S2 S4 S0,S0 S1 S2 S3 S4 S5 S6 S7,S5 --D--> S4 | S5 --G--> S1 | S5 --L--> S7 | S7 --E--> S2 | S7 --G--> S1 | S7 --J--> S3 | S7 --L--> S6 | S1 --G--> S1 | S6 --E--> S2 | S6 --J--> S3 | S6 --L--> S6 | S3 --E--> S2 | S2 --E--> S2 | S4 --D--> S4 | S4 --I--> S0,
[LGJC]?,C G J L [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --L--> S2 | S2 --G--> S3 | S3 --J--> S4 | S4 --C--> S6 | S6 --]--> S5,
(?:L+)H+I?HJ*C+J+C,,,,,Línea 219: ValueError: '?' inválido.
(?:(?:J+|D)K*|L+G+C?|L*F)H+B*D+,,,,,Línea 220: ValueError: '?' inválido.
I*|G?JFF?H*F*D?,D F G H I J,S3 S5 S8 S7 S6 S4 S2,S0 S1 S2 S3 S4 S5 S6 S7 S8,S3 --I--> S3 | S5 --G--> S1 | S5 --I--> S3 | S5 --J--> S0 | S1 --J--> S0 | S0 --F--> S8 | S8 --D--> S2 | S8 --F--> S7 | S8 --H--> S6 | S7 --D--> S2 | S7 --F--> S4 | S7 --H--> S6 | S6 --D--> S2 | S6 --F--> S4 | S6 --H--> S6 | S4 --D--> S2 | S4 --F--> S4,
[BLGHAJ]?,A B G H J L [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --B--> S2 | S2 --L--> S3 | S3 --G--> S4 | S4 --H--> S5 | S5 --A--> S6 | S6 --J--> S8 | S8 --]--> S7,
(?:E|D+E*|B+BA?J|CJ+F?|H?I?|L+),,,,,Línea 223: ValueError: '?' inválido.
(?:(?:I?)E?J*G?|G*J+EDA?),,,,,Línea 224: ValueError: '?' inválido.
(?:L*F|D+)K?C+|B,,,,,Línea 225: ValueError: '?' inválido.
J+|A+B+C?L+HK?A,A B C H J K L,S4 S0,S0 S1 S2 S3 S4 S5 S6 S7 S8,S4 --J--> S4 | S1 --A--> S5 | S1 --J--> S4 | S5 --A--> S5 | S5 --B--> S8 | S8 --B--> S8 | S8 --C--> S2 | S8 --L--> S6 | S2 --L--> S6 | S6 --H--> S7 | S6 --L--> S6 | S7 --A--> S0 | S7 --K--> S3 | S3 --A--> S0,
(?:(?:AA)J*|GKE+|B*),,,,,Línea 227: ValueError: '?' inválido.
G?KF?L*I+|JI*,F G I J K L,S3 S4 S2,S0 S1 S2 S3 S4 S5 S6 S7,S6 --G--> S0 | S6 --J--> S4 | S6 --K--> S7 | S0 --K--> S7 | S7 --F--> S5 | S7 --I--> S3 | S7 --L--> S1 | S5 --I--> S3 | S5 --L--> S1 | S1 --I--> S3 | S1 --L--> S1 | S3 --I--> S3 | S4 --I--> S2 | S2 --I--> S2,
(?:(?:G)F+|B?H?F+),,,,,Línea 229: ValueError: '?' inválido.
[LHK]+,H K L [ ],S5,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --L--> S2 | S2 --H--> S3 | S3 --K--> S4 | S4 --]--> S5 | S5 --]--> S5,
(?:(?:J?|J*)D*K+)J|G?,,,,,Línea 231: ValueError: '?' inválido.
[FDBHEA],A B D E F H [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --F--> S3 | S3 --D--> S4 | S4 --B--> S5 | S5 --H--> S6 | S6 --E--> S7 | S7 --A--> S8 | S8 --]--> S1,
(?:(?:G*AK+|B*G?I+|C?)C*A),,,,,Línea 233: ValueError: '?' inválido.
[DEGB]?,B D E G [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --D--> S2 | S2 --E--> S3 | S3 --G--> S4 | S4 --B--> S6 | S6 --]--> S5,
B*|B*G|E*A*I|D+A?,A B D E G I,S5 S7 S2 S0 S6 S1,S0 S1 S2 S3 S4 S5 S6 S7,S5 --B--> S5 | S5 --G--> S2 | S7 --A--> S3 | S7 --B--> S5 | S7 --D--> S6 | S7 --E--> S4 | S7 --G--> S2 | S7 --I--> S0 | S4 --A--> S3 | S4 --E--> S4 | S4 --I--> S0 | S3 --A--> S3 | S3 --I--> S0 | S6 --A--> S1 | S6 --D--> S6,
[BDIA]?,A B D I [ ],S6 S5,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --B--> S2 | S2 --D--> S3 | S3 --I--> S4 | S4 --A--> S6 | S6 --]--> S5,
(?:H+F*EJ*|A+),,,,,Línea 237: ValueError: '?' inválido.
(?:LCD+)H,,,,,Línea 238: ValueError: '?' inválido.
(?:DF*I?|IE)B+D*|H+B+A,,,,,Línea 239: ValueError: '?' inválido.
(?:G?|B)J*|L?L|L?I?C|F+L*CB*,,,,,Línea 240: ValueError: '?' inválido.
[IAEKC],A C E I K [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S2 | S2 --I--> S3 | S3 --A--> S4 | S4 --E--> S5 | S5 --K--> S6 | S6 --C--> S7 | S7 --]--> S1,
D?E*IL*F?|J*G?,D E F G I J L,S7 S6 S4 S0 S5 S1,S0 S1 S2 S3 S4 S5 S6 S7,S7 --D--> S3 | S7 --E--> S2 | S7 --G--> S1 | S7 --I--> S6 | S7 --J--> S5 | S3 --E--> S2 | S3 --I--> S6 | S2 --E--> S2 | S2 --I--> S6 | S6 --F--> S0 | S6 --L--> S4 | S4 --F--> S0 | S4 --L--> S4 | S5 --G--> S1 | S5 --J--> S5,
(?:(?:B+H)L?C+K+J|A)L+|A+G+|F*,,,,,Línea 243: ValueError: '?' inválido.
(?:(?:(?:L|C*I|F?A|L*)E?D?L?)KK+),,,,,Línea 244: ValueError: '?' inválido.
[KBIHAF]?,A B F H I K [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --K--> S2 | S2 --B--> S3 | S3 --I--> S4 | S4 --H--> S5 | S5 --A--> S6 | S6 --F--> S8 | S8 --]--> S7,
(?:FJ+|L*C?F?)GF+K|I+,,,,,Línea 246: ValueError: '?' inválido.
(?:E*|D)K*F|CH+H+|CD|A,,,,,Línea 247: ValueError: '?' inválido.
(?:A*E*|JKB?F+)I*B?,,,,,Línea 248: ValueError: '?' inválido.
G|B?L?H+L|GJ?|C,B C G H J L,S6 S2 S3 S0,S0 S1 S2 S3 S4 S5 S6 S7,S7 --B--> S5 | S7 --C--> S0 | S7 --G--> S6 | S7 --H--> S4 | S7 --L--> S1 | S6 --J--> S3 | S5 --H--> S4 | S5 --L--> S1 | S1 --H--> S4 | S4 --H--> S4 | S4 --L--> S2,
C*F?K+|D,C D F K,S2 S0,S0 S1 S2 S3 S4,S3 --C--> S3 | S3 --F--> S1 | S3 --K--> S2 | S4 --C--> S3 | S4 --D--> S0 | S4 --F--> S1 | S4 --K--> S2 | S1 --K--> S2 | S2 --K--> S2,
[FAD]*,A D F [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --F--> S2 | S2 --A--> S3 | S3 --D--> S5 | S5 --]--> S4 | S4 --]--> S4,
(?:B?|H+)I?F?|K*HD?D+|K+L+G*,,,,,Línea 252: ValueError: '?' inválido.
[EFBDJA]?,A B D E F J [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --E--> S2 | S2 --F--> S3 | S3 --B--> S4 | S4 --D--> S5 | S5 --J--> S6 | S6 --A--> S8 | S8 --]--> S7,
[HAGKE]*,A E G H K [ ],S7 S6,S0 S1 S2 S3 S4 S5 S6 S7,S0 --[--> S1 | S1 --H--> S2 | S2 --A--> S3 | S3 --G--> S4 | S4 --K--> S5 | S5 --E--> S7 | S7 --]--> S6 | S6 --]--> S6,
(?:(?:(?:(?:J)L*|A?L+|B*H*)H|ELF*|H)A+|G*),,,,,Línea 255: ValueError: '?' inválido.
(?:G+D|J+EE+|B?K?)J*H+I+,,,,,Línea 256: ValueError: '?' inválido.
(?:(?:E?H?|F*G?)E*),,,,,Línea 257: ValueError: '?' inválido.
[LGDAFJ],A D F G J L [ ],S1,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S2 | S2 --L--> S3 | S3 --G--> S4 | S4 --D--> S5 | S5 --A--> S6 | S6 --F--> S7 | S7 --J--> S8 | S8 --]--> S1,
I*G+|GA,A G I,S4 S2 S0,S0 S1 S2 S3 S4,S1 --G--> S2 | S1 --I--> S1 | S3 --G--> S4 | S3 --I--> S1 | S4 --A--> S0 | S4 --G--> S2 | S2 --G--> S2,
(?:G?|B)B+L?,,,,,Línea 260: ValueError: '?' inválido.
(?:G+)A+E|H*G+J?|C+,,,,,Línea 261: ValueError: '?' inválido.
(?:L?H*J?F+)F,,,,,Línea 262: ValueError: '?' inválido.
C|E*F?I*AC*,A C E F I,S0 S3 S2,S0 S1 S2 S3 S4 S5 S6,S6 --A--> S3 | S6 --C--> S0 | S6 --E--> S5 | S6 --F--> S4 | S6 --I--> S1 | S5 --A--> S3 | S5 --E--> S5 | S5 --F--> S4 | S5 --I--> S1 | S4 --A--> S3 | S4 --I--> S1 | S1 --A--> S3 | S1 --I--> S1 | S3 --C--> S2 | S2 --C--> S2,
(?:I?|F*F?G)J|I?L?|A+K?,,,,,Línea 264: ValueError: '?' inválido.
[GELJBI]?,B E G I J L [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --G--> S2 | S2 --E--> S3 | S3 --L--> S4 | S4 --J--> S5 | S5 --B--> S6 | S6 --I--> S8 | S8 --]--> S7,
(?:B?F|L?D+I*),,,,,Línea 266: ValueError: '?' inválido.
(?:(?:D*)F+F)L*E+G,,,,,Línea 267: ValueError: '?' inválido.
[FEDKHB]*,B D E F H K [ ],S8 S7,S0 S1 S2 S3 S4 S5 S6 S7 S8,S0 --[--> S1 | S1 --F--> S2 | S2 --E--> S3 | S3 --D--> S4 | S4 --K--> S5 | S5 --H--> S6 | S6 --B--> S8 | S8 --]--> S7 | S7 --]--> S7,
JID|J?,D I J,S3 S2 S1,S0 S1 S2 S3,S3 --J--> S2 | S2 --I--> S0 | S0 --D--> S1,
(?:G+)A+K+,,,,,Línea 270: ValueError: '?' inválido.
[JABG]+,A B G J [ ],S6,S0 S1 S2 S3 S4 S5 S6,S0 --[--> S1 | S1 --J--> S2 | S2 --A--> S3 | S3 --B--> S4 | S4 --G--> S5 | S5 --]--> S6 | S6 --]--> S6,
EC+|F*K*,C E F K,S4 S2 S3 S1,S0 S1 S2 S3 S4,S4 --E--> S0 | S4 --F--> S3 | S4 --K--> S1 | S0 --C--> S2 | S2 --C--> S2 | S3 --F--> S3 | S3 --K--> S1 | S1 --K--> S1,
(?:A|E+C*B?|F),,,,,Línea 273: ValueError: '?' inválido.
(?:(?:I*)A*|L+)D,,,,,Línea 274: ValueError: '?' inválido.
[ABK]?,A B K [ ],S5 S4,S0 S1 S2 S3 S4 S5,S0 --[--> S1 | S1 --A--> S2 | S2 --B--> S3 | S3 --K--> S5 | S5 --]--> S4,
(?:(?:H?K*)GA+)K+G+|I*J?|E,,,,,Línea 276: ValueError: '?' inválido.
B+D?|G+G+H+C*I*,B C D G H I,S6 S1 S7 S4 S2,S0 S1 S2 S3 S4 S5 S6 S7,S6 --B--> S6 | S6 --D--> S1 | S0 --B--> S6 | S0 --G--> S3 | S3 --G--> S5 | S5 --G--> S5 | S5 --H--> S7 | S7 --C--> S4 | S7 --H--> S7 | S7 --I--> S2 | S4 --C--> S4 | S4 --I--> S2 | S2 --I--> S2,
(?:J+|K)A?|K?H*|A?A*A?|JJ+K+E?,,,,,Línea 278: ValueError: '?' inválido.
(?:(?:E*)L*J+)E+,,,,,Línea 279: ValueError: '?' inválido.
(?:H*B?)C+J?D,,,,,Línea 280: ValueError: '?' inválido.
(?:C?)FIB|C*F?,,,,,Línea 281: ValueError: '?' inválido.
(?:E*FI?)K+K|G?E+|L,,,,,Línea 282: ValueError: '?' inválido.
(?:L*|E+)D?D+|E*G+|LL?L+,,,,,Línea 283: ValueError: '?' inválido.
