Regex,Alfabeto,Estados de aceptación,Estados,Transiciones,Error
A(G|B|A)*G,A B G,S4,S0 S1 S2 S3 S4,S0 --A--> S1 | S1 --A--> S2 | S1 --B--> S3 | S1 --G--> S4 | S4 --A--> S2 | S4 --B--> S3 | S4 --G--> S4 | S3 --A--> S2 | S3 --B--> S3 | S3 --G--> S4 | S2 --A--> S2 | S2 --B--> S3 | S2 --G--> S4,
(F|E)*BCE,B C E F,S0,S0 S1 S2 S3 S4 S5,S4 --B--> S1 | S4 --E--> S5 | S4 --F--> S4 | S5 --B--> S1 | S5 --E--> S5 | S5 --F--> S4 | S3 --B--> S1 | S3 --E--> S5 | S3 --F--> S4 | S1 --C--> S2 | S2 --E--> S0,
(H|I|K)*AKA,A H I K,S0,S0 S1 S2 S3 S4 S5 S6,S5 --A--> S1 | S5 --H--> S5 | S5 --I--> S6 | S5 --K--> S4 | S6 --A--> S1 | S6 --H--> S5 | S6 --I--> S6 | S6 --K--> S4 | S4 --A--> S1 | S4 --H--> S5 | S4 --I--> S6 | S4 --K--> S4 | S3 --A--> S1 | S3 --H--> S5 | S3 --I--> S6 | S3 --K--> S4 | S1 --K--> S2 | S2 --A--> S0,
(A|C|F)*ABI,A B C F I,S0,S0 S1 S2 S3 S4 S5,S5 --A--> S5 | S5 --B--> S1 | S5 --C--> S4 | S5 --F--> S3 | S4 --A--> S5 | S4 --C--> S4 | S4 --F--> S3 | S3 --A--> S5 | S3 --C--> S4 | S3 --F--> S3 | S2 --A--> S5 | S2 --C--> S4 | S2 --F--> S3 | S1 --I--> S0,
F(A|H|G|E)*D,A D E F G H,S1,S0 S1 S2 S3 S4 S5 S6,S0 --F--> S2 | S2 --A--> S5 | S2 --D--> S1 | S2 --E--> S3 | S2 --G--> S4 | S2 --H--> S6 | S5 --A--> S5 | S5 --D--> S1 | S5 --E--> S3 | S5 --G--> S4 | S5 --H--> S6 | S6 --A--> S5 | S6 --D--> S1 | S6 --E--> S3 | S6 --G--> S4 | S6 --H--> S6 | S4 --A--> S5 | S4 --D--> S1 | S4 --E--> S3 | S4 --G--> S4 | S4 --H--> S6 | S3 --A--> S5 | S3 --D--> S1 | S3 --E--> S3 | S3 --G--> S4 | S3 --H--> S6,
((K|F)*K((F|B|E)))*,B E F K,S4 S3 S2 S1,S0 S1 S2 S3 S4 S5,S5 --B--> S3 | S5 --E--> S2 | S5 --F--> S4 | S5 --K--> S5 | S4 --F--> S0 | S4 --K--> S5 | S0 --F--> S0 | S0 --K--> S5 | S3 --F--> S0 | S3 --K--> S5 | S2 --F--> S0 | S2 --K--> S5 | S1 --F--> S0 | S1 --K--> S5,
E(J|A|C)*J,A C E J,S4,S0 S1 S2 S3 S4,S0 --E--> S1 | S1 --A--> S3 | S1 --C--> S2 | S1 --J--> S4 | S4 --A--> S3 | S4 --C--> S2 | S4 --J--> S4 | S3 --A--> S3 | S3 --C--> S2 | S3 --J--> S4 | S2 --A--> S3 | S2 --C--> S2 | S2 --J--> S4,
(D|I|A|C)*,A C D I,S3 S4 S2 S1 S0,S0 S1 S2 S3 S4,S3 --A--> S2 | S3 --C--> S1 | S3 --D--> S3 | S3 --I--> S4 | S4 --A--> S2 | S4 --C--> S1 | S4 --D--> S3 | S4 --I--> S4 | S2 --A--> S2 | S2 --C--> S1 | S2 --D--> S3 | S2 --I--> S4 | S1 --A--> S2 | S1 --C--> S1 | S1 --D--> S3 | S1 --I--> S4 | S0 --A--> S2 | S0 --C--> S1 | S0 --D--> S3 | S0 --I--> S4,
(K|H)*B((B|A|I|E)),A B E H I K,S2 S3 S1 S0,S0 S1 S2 S3 S4 S5 S6 S7,S5 --B--> S7 | S5 --H--> S6 | S5 --K--> S5 | S6 --B--> S7 | S6 --H--> S6 | S6 --K--> S5 | S4 --B--> S7 | S4 --H--> S6 | S4 --K--> S5 | S7 --A--> S3 | S7 --B--> S2 | S7 --E--> S0 | S7 --I--> S1,
(E|I|J)+E,E I J,S4,S0 S1 S2 S3 S4,S2 --E--> S4 | S2 --I--> S3 | S2 --J--> S1 | S4 --E--> S4 | S4 --I--> S3 | S4 --J--> S1 | S3 --E--> S4 | S3 --I--> S3 | S3 --J--> S1 | S1 --E--> S4 | S1 --I--> S3 | S1 --J--> S1 | S0 --E--> S2 | S0 --I--> S3 | S0 --J--> S1,
(J|B|E|H)*,B E H J,S3 S4 S2 S1 S0,S0 S1 S2 S3 S4,S3 --B--> S4 | S3 --E--> S2 | S3 --H--> S1 | S3 --J--> S3 | S4 --B--> S4 | S4 --E--> S2 | S4 --H--> S1 | S4 --J--> S3 | S2 --B--> S4 | S2 --E--> S2 | S2 --H--> S1 | S2 --J--> S3 | S1 --B--> S4 | S1 --E--> S2 | S1 --H--> S1 | S1 --J--> S3 | S0 --B--> S4 | S0 --E--> S2 | S0 --H--> S1 | S0 --J--> S3,
L(A|K|B)*B,A B K L,S4,S0 S1 S2 S3 S4,S0 --L--> S1 | S1 --A--> S2 | S1 --B--> S4 | S1 --K--> S3 | S2 --A--> S2 | S2 --B--> S4 | S2 --K--> S3 | S3 --A--> S2 | S3 --B--> S4 | S3 --K--> S3 | S4 --A--> S2 | S4 --B--> S4 | S4 --K--> S3,
C(E|D|J)*D,C D E J,S4,S0 S1 S2 S3 S4,S0 --C--> S1 | S1 --D--> S4 | S1 --E--> S3 | S1 --J--> S2 | S3 --D--> S4 | S3 --E--> S3 | S3 --J--> S2 | S4 --D--> S4 | S4 --E--> S3 | S4 --J--> S2 | S2 --D--> S4 | S2 --E--> S3 | S2 --J--> S2,
(H|F|J)*,F H J,S2 S3 S1 S0,S0 S1 S2 S3,S2 --F--> S3 | S2 --H--> S2 | S2 --J--> S1 | S3 --F--> S3 | S3 --H--> S2 | S3 --J--> S1 | S1 --F--> S3 | S1 --H--> S2 | S1 --J--> S1 | S0 --F--> S3 | S0 --H--> S2 | S0 --J--> S1,
K(C|E|I)*I,C E I K,S4,S0 S1 S2 S3 S4,S0 --K--> S1 | S1 --C--> S2 | S1 --E--> S3 | S1 --I--> S4 | S2 --C--> S2 | S2 --E--> S3 | S2 --I--> S4 | S3 --C--> S2 | S3 --E--> S3 | S3 --I--> S4 | S4 --C--> S2 | S4 --E--> S3 | S4 --I--> S4,
(H|D|A|G)*DAK,A D G H K,S0,S0 S1 S2 S3 S4 S5 S6,S4 --A--> S3 | S4 --D--> S6 | S4 --G--> S2 | S4 --H--> S4 | S6 --A--> S5 | S6 --D--> S6 | S6 --G--> S2 | S6 --H--> S4 | S3 --A--> S3 | S3 --D--> S6 | S3 --G--> S2 | S3 --H--> S4 | S5 --A--> S3 | S5 --D--> S6 | S5 --G--> S2 | S5 --H--> S4 | S5 --K--> S0 | S2 --A--> S3 | S2 --D--> S6 | S2 --G--> S2 | S2 --H--> S4 | S1 --A--> S3 | S1 --D--> S6 | S1 --G--> S2 | S1 --H--> S4,
(J|F|G)*,F G J,S2 S3 S1 S0,S0 S1 S2 S3,S2 --F--> S3 | S2 --G--> S1 | S2 --J--> S2 | S3 --F--> S3 | S3 --G--> S1 | S3 --J--> S2 | S1 --F--> S3 | S1 --G--> S1 | S1 --J--> S2 | S0 --F--> S3 | S0 --G--> S1 | S0 --J--> S2,
(G|F|L|I)*,F G I L,S3 S4 S2 S1 S0,S0 S1 S2 S3 S4,S3 --F--> S4 | S3 --G--> S3 | S3 --I--> S1 | S3 --L--> S2 | S4 --F--> S4 | S4 --G--> S3 | S4 --I--> S1 | S4 --L--> S2 | S2 --F--> S4 | S2 --G--> S3 | S2 --I--> S1 | S2 --L--> S2 | S1 --F--> S4 | S1 --G--> S3 | S1 --I--> S1 | S1 --L--> S2 | S0 --F--> S4 | S0 --G--> S3 | S0 --I--> S1 | S0 --L--> S2,
(B|H)*C((E|K|C|H)),B C E H K,S2 S3 S1 S0,S0 S1 S2 S3 S4 S5 S6 S7,S5 --B--> S5 | S5 --C--> S7 | S5 --H--> S6 | S6 --B--> S5 | S6 --C--> S7 | S6 --H--> S6 | S4 --B--> S5 | S4 --C--> S7 | S4 --H--> S6 | S7 --C--> S1 | S7 --E--> S2 | S7 --H--> S0 | S7 --K--> S3,
(H|J)*DCD,C D H J,S0,S0 S1 S2 S3 S4 S5,S4 --D--> S1 | S4 --H--> S4 | S4 --J--> S5 | S5 --D--> S1 | S5 --H--> S4 | S5 --J--> S5 | S3 --D--> S1 | S3 --H--> S4 | S3 --J--> S5 | S1 --C--> S2 | S2 --D--> S0,
((B|G)*F)*,B F G,S2 S3,S0 S1 S2 S3,S0 --B--> S0 | S0 --F--> S2 | S0 --G--> S1 | S1 --B--> S0 | S1 --F--> S2 | S1 --G--> S1 | S2 --B--> S0 | S2 --F--> S2 | S2 --G--> S1 | S3 --B--> S0 | S3 --F--> S2 | S3 --G--> S1,
(F|E)*L((A|K|C|G)),A C E F G K L,S2 S3 S1 S0,S0 S1 S2 S3 S4 S5 S6 S7,S5 --E--> S6 | S5 --F--> S5 | S5 --L--> S7 | S6 --E--> S6 | S6 --F--> S5 | S6 --L--> S7 | S4 --E--> S6 | S4 --F--> S5 | S4 --L--> S7 | S7 --A--> S2 | S7 --C--> S1 | S7 --G--> S0 | S7 --K--> S3,
((H|E|A)*E)*,A E H,S3 S2,S0 S1 S2 S3,S1 --A--> S0 | S1 --E--> S3 | S1 --H--> S1 | S3 --A--> S0 | S3 --E--> S3 | S3 --H--> S1 | S0 --A--> S0 | S0 --E--> S3 | S0 --H--> S1 | S2 --A--> S0 | S2 --E--> S3 | S2 --H--> S1,
(J|I|L)*,I J L,S2 S3 S1 S0,S0 S1 S2 S3,S2 --I--> S3 | S2 --J--> S2 | S2 --L--> S1 | S3 --I--> S3 | S3 --J--> S2 | S3 --L--> S1 | S1 --I--> S3 | S1 --J--> S2 | S1 --L--> S1 | S0 --I--> S3 | S0 --J--> S2 | S0 --L--> S1,
(I|B|H|G)*H((A|B|C|I)),A B C G H I,S6 S7 S1 S0,S0 S1 S2 S3 S4 S5 S6 S7 S8,S4 --B--> S5 | S4 --G--> S3 | S4 --H--> S8 | S4 --I--> S4 | S6 --B--> S5 | S6 --G--> S3 | S6 --H--> S8 | S6 --I--> S4 | S5 --B--> S5 | S5 --G--> S3 | S5 --H--> S8 | S5 --I--> S4 | S7 --B--> S5 | S7 --G--> S3 | S7 --H--> S8 | S7 --I--> S4 | S8 --A--> S1 | S8 --B--> S7 | S8 --C--> S0 | S8 --G--> S3 | S8 --H--> S8 | S8 --I--> S6 | S3 --B--> S5 | S3 --G--> S3 | S3 --H--> S8 | S3 --I--> S4 | S2 --B--> S5 | S2 --G--> S3 | S2 --H--> S8 | S2 --I--> S4,
(A|E)*FIA,A E F I,S0,S0 S1 S2 S3 S4 S5,S4 --A--> S4 | S4 --E--> S5 | S4 --F--> S1 | S5 --A--> S4 | S5 --E--> S5 | S5 --F--> S1 | S3 --A--> S4 | S3 --E--> S5 | S3 --F--> S1 | S1 --I--> S2 | S2 --A--> S0,
(F|E|B|D)*FDK,B D E F K,S0,S0 S1 S2 S3 S4 S5 S6,S6 --B--> S3 | S6 --D--> S5 | S6 --E--> S4 | S6 --F--> S6 | S4 --B--> S3 | S4 --D--> S2 | S4 --E--> S4 | S4 --F--> S6 | S3 --B--> S3 | S3 --D--> S2 | S3 --E--> S4 | S3 --F--> S6 | S2 --B--> S3 | S2 --D--> S2 | S2 --E--> S4 | S2 --F--> S6 | S5 --B--> S3 | S5 --D--> S2 | S5 --E--> S4 | S5 --F--> S6 | S5 --K--> S0 | S1 --B--> S3 | S1 --D--> S2 | S1 --E--> S4 | S1 --F--> S6,
(G|K|B|I)*,B G I K,S3 S4 S2 S1 S0,S0 S1 S2 S3 S4,S3 --B--> S2 | S3 --G--> S3 | S3 --I--> S1 | S3 --K--> S4 | S4 --B--> S2 | S4 --G--> S3 | S4 --I--> S1 | S4 --K--> S4 | S2 --B--> S2 | S2 --G--> S3 | S2 --I--> S1 | S2 --K--> S4 | S1 --B--> S2 | S1 --G--> S3 | S1 --I--> S1 | S1 --K--> S4 | S0 --B--> S2 | S0 --G--> S3 | S0 --I--> S1 | S0 --K--> S4,
(B|G)*,B G,S1 S2 S0,S0 S1 S2,S1 --B--> S1 | S1 --G--> S2 | S2 --B--> S1 | S2 --G--> S2 | S0 --B--> S1 | S0 --G--> S2,
(A|H|C)*C,A C H,S3,S0 S1 S2 S3,S1 --A--> S1 | S1 --C--> S3 | S1 --H--> S2 | S2 --A--> S1 | S2 --C--> S3 | S2 --H--> S2 | S3 --A--> S1 | S3 --C--> S3 | S3 --H--> S2 | S0 --A--> S1 | S0 --C--> S3 | S0 --H--> S2,
((G|K)*D)*,D G K,S2 S3,S0 S1 S2 S3,S0 --D--> S2 | S0 --G--> S0 | S0 --K--> S1 | S1 --D--> S2 | S1 --G--> S0 | S1 --K--> S1 | S2 --D--> S2 | S2 --G--> S0 | S2 --K--> S1 | S3 --D--> S2 | S3 --G--> S0 | S3 --K--> S1,
((G|D)*K((D|E|K|B)))*,B D E G K,S6 S7 S5 S4 S2,S0 S1 S2 S3 S4 S5 S6 S7,S0 --D--> S1 | S0 --G--> S0 | S0 --K--> S3 | S1 --D--> S1 | S1 --G--> S0 | S1 --K--> S3 | S6 --D--> S1 | S6 --G--> S0 | S6 --K--> S3 | S7 --D--> S1 | S7 --G--> S0 | S7 --K--> S3 | S5 --D--> S1 | S5 --G--> S0 | S5 --K--> S3 | S4 --D--> S1 | S4 --G--> S0 | S4 --K--> S3 | S2 --D--> S1 | S2 --G--> S0 | S2 --K--> S3 | S3 --B--> S4 | S3 --D--> S6 | S3 --E--> S7 | S3 --K--> S5,
(D|A|L|F)*D((C|E)),A C D E F L,S0 S1,S0 S1 S2 S3 S4 S5 S6,S6 --A--> S5 | S6 --C--> S0 | S6 --D--> S6 | S6 --E--> S1 | S6 --F--> S3 | S6 --L--> S4 | S5 --A--> S5 | S5 --D--> S6 | S5 --F--> S3 | S5 --L--> S4 | S4 --A--> S5 | S4 --D--> S6 | S4 --F--> S3 | S4 --L--> S4 | S3 --A--> S5 | S3 --D--> S6 | S3 --F--> S3 | S3 --L--> S4 | S2 --A--> S5 | S2 --D--> S6 | S2 --F--> S3 | S2 --L--> S4,
(L|F|E)*F,E F L,S3,S0 S1 S2 S3,S2 --E--> S1 | S2 --F--> S3 | S2 --L--> S2 | S3 --E--> S1 | S3 --F--> S3 | S3 --L--> S2 | S1 --E--> S1 | S1 --F--> S3 | S1 --L--> S2 | S0 --E--> S1 | S0 --F--> S3 | S0 --L--> S2,
((D|G|J)*J((J|G|D)))*,D G J,S3 S4 S6 S2,S0 S1 S2 S3 S4 S5 S6,S3 --D--> S0 | S3 --G--> S1 | S3 --J--> S5 | S0 --D--> S0 | S0 --G--> S1 | S0 --J--> S5 | S4 --D--> S0 | S4 --G--> S1 | S4 --J--> S5 | S1 --D--> S0 | S1 --G--> S1 | S1 --J--> S5 | S6 --D--> S3 | S6 --G--> S4 | S6 --J--> S6 | S5 --D--> S3 | S5 --G--> S4 | S5 --J--> S6 | S2 --D--> S0 | S2 --G--> S1 | S2 --J--> S5,
(E|J)*F((F|K|B)),B E F J K,S1 S2 S0,S0 S1 S2 S3 S4 S5 S6,S5 --E--> S5 | S5 --F--> S4 | S5 --J--> S6 | S6 --E--> S5 | S6 --F--> S4 | S6 --J--> S6 | S3 --E--> S5 | S3 --F--> S4 | S3 --J--> S6 | S4 --B--> S0 | S4 --F--> S1 | S4 --K--> S2,
J(A|B)*I,A B I J,S1,S0 S1 S2 S3 S4,S0 --J--> S2 | S2 --A--> S3 | S2 --B--> S4 | S2 --I--> S1 | S3 --A--> S3 | S3 --B--> S4 | S3 --I--> S1 | S4 --A--> S3 | S4 --B--> S4 | S4 --I--> S1,
(H|B|D|K)*LFI,B D F H I K L,S0,S0 S1 S2 S3 S4 S5 S6 S7,S6 --B--> S7 | S6 --D--> S5 | S6 --H--> S6 | S6 --K--> S4 | S6 --L--> S1 | S7 --B--> S7 | S7 --D--> S5 | S7 --H--> S6 | S7 --K--> S4 | S7 --L--> S1 | S5 --B--> S7 | S5 --D--> S5 | S5 --H--> S6 | S5 --K--> S4 | S5 --L--> S1 | S4 --B--> S7 | S4 --D--> S5 | S4 --H--> S6 | S4 --K--> S4 | S4 --L--> S1 | S3 --B--> S7 | S3 --D--> S5 | S3 --H--> S6 | S3 --K--> S4 | S3 --L--> S1 | S1 --F--> S2 | S2 --I--> S0,
(I|D|G)*L((H|A|G)),A D G H I L,S1 S2 S0,S0 S1 S2 S3 S4 S5 S6 S7,S6 --D--> S7 | S6 --G--> S5 | S6 --I--> S6 | S6 --L--> S3 | S7 --D--> S7 | S7 --G--> S5 | S7 --I--> S6 | S7 --L--> S3 | S5 --D--> S7 | S5 --G--> S5 | S5 --I--> S6 | S5 --L--> S3 | S4 --D--> S7 | S4 --G--> S5 | S4 --I--> S6 | S4 --L--> S3 | S3 --A--> S2 | S3 --G--> S0 | S3 --H--> S1,
(H|I)*D,D H I,S0,S0 S1 S2 S3,S2 --D--> S0 | S2 --H--> S2 | S2 --I--> S3 | S3 --D--> S0 | S3 --H--> S2 | S3 --I--> S3 | S1 --D--> S0 | S1 --H--> S2 | S1 --I--> S3,
D(J|A|C|D)*B,A B C D J,S1,S0 S1 S2 S3 S4 S5 S6,S0 --D--> S2 | S2 --A--> S6 | S2 --B--> S1 | S2 --C--> S4 | S2 --D--> S3 | S2 --J--> S5 | S5 --A--> S6 | S5 --B--> S1 | S5 --C--> S4 | S5 --D--> S3 | S5 --J--> S5 | S6 --A--> S6 | S6 --B--> S1 | S6 --C--> S4 | S6 --D--> S3 | S6 --J--> S5 | S4 --A--> S6 | S4 --B--> S1 | S4 --C--> S4 | S4 --D--> S3 | S4 --J--> S5 | S3 --A--> S6 | S3 --B--> S1 | S3 --C--> S4 | S3 --D--> S3 | S3 --J--> S5,
B(A|E|G)*F,A B E F G,S1,S0 S1 S2 S3 S4 S5,S0 --B--> S2 | S2 --A--> S4 | S2 --E--> S5 | S2 --F--> S1 | S2 --G--> S3 | S4 --A--> S4 | S4 --E--> S5 | S4 --F--> S1 | S4 --G--> S3 | S5 --A--> S4 | S5 --E--> S5 | S5 --F--> S1 | S5 --G--> S3 | S3 --A--> S4 | S3 --E--> S5 | S3 --F--> S1 | S3 --G--> S3,
((E|F)*G((J|D|F|L)))*,D E F G J L,S6 S7 S5 S4 S2,S0 S1 S2 S3 S4 S5 S6 S7,S0 --E--> S0 | S0 --F--> S1 | S0 --G--> S3 | S1 --E--> S0 | S1 --F--> S1 | S1 --G--> S3 | S6 --E--> S0 | S6 --F--> S1 | S6 --G--> S3 | S7 --E--> S0 | S7 --F--> S1 | S7 --G--> S3 | S5 --E--> S0 | S5 --F--> S1 | S5 --G--> S3 | S4 --E--> S0 | S4 --F--> S1 | S4 --G--> S3 | S2 --E--> S0 | S2 --F--> S1 | S2 --G--> S3 | S3 --D--> S7 | S3 --F--> S5 | S3 --J--> S6 | S3 --L--> S4,
((I|G)*A((F|A|I|G)))*,A F G I,S6 S7 S5 S4 S2,S0 S1 S2 S3 S4 S5 S6 S7,S0 --A--> S3 | S0 --G--> S1 | S0 --I--> S0 | S1 --A--> S3 | S1 --G--> S1 | S1 --I--> S0 | S6 --A--> S3 | S6 --G--> S1 | S6 --I--> S0 | S7 --A--> S3 | S7 --G--> S1 | S7 --I--> S0 | S5 --A--> S3 | S5 --G--> S1 | S5 --I--> S0 | S4 --A--> S3 | S4 --G--> S1 | S4 --I--> S0 | S2 --A--> S3 | S2 --G--> S1 | S2 --I--> S0 | S3 --A--> S7 | S3 --F--> S6 | S3 --G--> S4 | S3 --I--> S5,
(C|E|G|K)*C,C E G K,S4,S0 S1 S2 S3 S4,S4 --C--> S4 | S4 --E--> S3 | S4 --G--> S2 | S4 --K--> S1 | S3 --C--> S4 | S3 --E--> S3 | S3 --G--> S2 | S3 --K--> S1 | S2 --C--> S4 | S2 --E--> S3 | S2 --G--> S2 | S2 --K--> S1 | S1 --C--> S4 | S1 --E--> S3 | S1 --G--> S2 | S1 --K--> S1 | S0 --C--> S4 | S0 --E--> S3 | S0 --G--> S2 | S0 --K--> S1,
(C|A|H|G)*,A C G H,S3 S4 S2 S1 S0,S0 S1 S2 S3 S4,S3 --A--> S4 | S3 --C--> S3 | S3 --G--> S1 | S3 --H--> S2 | S4 --A--> S4 | S4 --C--> S3 | S4 --G--> S1 | S4 --H--> S2 | S2 --A--> S4 | S2 --C--> S3 | S2 --G--> S1 | S2 --H--> S2 | S1 --A--> S4 | S1 --C--> S3 | S1 --G--> S1 | S1 --H--> S2 | S0 --A--> S4 | S0 --C--> S3 | S0 --G--> S1 | S0 --H--> S2,
((H|G|I|B)*F((L|J)))*,B F G H I J L,S6 S7 S3,S0 S1 S2 S3 S4 S5 S6 S7,S4 --B--> S1 | S4 --F--> S0 | S4 --G--> S5 | S4 --H--> S4 | S4 --I--> S2 | S5 --B--> S1 | S5 --F--> S0 | S5 --G--> S5 | S5 --H--> S4 | S5 --I--> S2 | S2 --B--> S1 | S2 --F--> S0 | S2 --G--> S5 | S2 --H--> S4 | S2 --I--> S2 | S1 --B--> S1 | S1 --F--> S0 | S1 --G--> S5 | S1 --H--> S4 | S1 --I--> S2 | S6 --B--> S1 | S6 --F--> S0 | S6 --G--> S5 | S6 --H--> S4 | S6 --I--> S2 | S7 --B--> S1 | S7 --F--> S0 | S7 --G--> S5 | S7 --H--> S4 | S7 --I--> S2 | S3 --B--> S1 | S3 --F--> S0 | S3 --G--> S5 | S3 --H--> S4 | S3 --I--> S2 | S0 --J--> S7 | S0 --L--> S6,
(L|H)*B((L|J|K|D)),B D H J K L,S2 S3 S1 S0,S0 S1 S2 S3 S4 S5 S6 S7,S5 --B--> S7 | S5 --H--> S6 | S5 --L--> S5 | S6 --B--> S7 | S6 --H--> S6 | S6 --L--> S5 | S4 --B--> S7 | S4 --H--> S6 | S4 --L--> S5 | S7 --D--> S0 | S7 --J--> S3 | S7 --K--> S1 | S7 --L--> S2,
((B|J)*K)*,B J K,S2 S3,S0 S1 S2 S3,S0 --B--> S0 | S0 --J--> S1 | S0 --K--> S2 | S1 --B--> S0 | S1 --J--> S1 | S1 --K--> S2 | S2 --B--> S0 | S2 --J--> S1 | S2 --K--> S2 | S3 --B--> S0 | S3 --J--> S1 | S3 --K--> S2,
(K|C|G|B)*,B C G K,S3 S4 S2 S1 S0,S0 S1 S2 S3 S4,S3 --B--> S1 | S3 --C--> S4 | S3 --G--> S2 | S3 --K--> S3 | S4 --B--> S1 | S4 --C--> S4 | S4 --G--> S2 | S4 --K--> S3 | S2 --B--> S1 | S2 --C--> S4 | S2 --G--> S2 | S2 --K--> S3 | S1 --B--> S1 | S1 --C--> S4 | S1 --G--> S2 | S1 --K--> S3 | S0 --B--> S1 | S0 --C--> S4 | S0 --G--> S2 | S0 --K--> S3,
(C|I)+D,C D I,S0,S0 S1 S2 S3,S2 --C--> S2 | S2 --D--> S0 | S2 --I--> S3 | S3 --C--> S2 | S3 --D--> S0 | S3 --I--> S3 | S1 --C--> S2 | S1 --I--> S3,
(G|L)*C((J|L|G|D)),C D G J L,S2 S3 S1 S0,S0 S1 S2 S3 S4 S5 S6 S7,S5 --C--> S7 | S5 --G--> S5 | S5 --L--> S6 | S6 --C--> S7 | S6 --G--> S5 | S6 --L--> S6 | S4 --C--> S7 | S4 --G--> S5 | S4 --L--> S6 | S7 --D--> S0 | S7 --G--> S1 | S7 --J--> S2 | S7 --L--> S3,
K(H|A|E)*G,A E G H K,S1,S0 S1 S2 S3 S4 S5,S0 --K--> S2 | S2 --A--> S5 | S2 --E--> S3 | S2 --G--> S1 | S2 --H--> S4 | S4 --A--> S5 | S4 --E--> S3 | S4 --G--> S1 | S4 --H--> S4 | S5 --A--> S5 | S5 --E--> S3 | S5 --G--> S1 | S5 --H--> S4 | S3 --A--> S5 | S3 --E--> S3 | S3 --G--> S1 | S3 --H--> S4,
((D|A|I)*K((G|C)))*,A C D G I K,S5 S6 S4,S0 S1 S2 S3 S4 S5 S6,S2 --A--> S3 | S2 --D--> S2 | S2 --I--> S1 | S2 --K--> S0 | S3 --A--> S3 | S3 --D--> S2 | S3 --I--> S1 | S3 --K--> S0 | S1 --A--> S3 | S1 --D--> S2 | S1 --I--> S1 | S1 --K--> S0 | S5 --A--> S3 | S5 --D--> S2 | S5 --I--> S1 | S5 --K--> S0 | S6 --A--> S3 | S6 --D--> S2 | S6 --I--> S1 | S6 --K--> S0 | S4 --A--> S3 | S4 --D--> S2 | S4 --I--> S1 | S4 --K--> S0 | S0 --C--> S6 | S0 --G--> S5,
C(J|K|G|I)*L,C G I J K L,S1,S0 S1 S2 S3 S4 S5 S6,S0 --C--> S2 | S2 --G--> S4 | S2 --I--> S3 | S2 --J--> S5 | S2 --K--> S6 | S2 --L--> S1 | S5 --G--> S4 | S5 --I--> S3 | S5 --J--> S5 | S5 --K--> S6 | S5 --L--> S1 | S6 --G--> S4 | S6 --I--> S3 | S6 --J--> S5 | S6 --K--> S6 | S6 --L--> S1 | S4 --G--> S4 | S4 --I--> S3 | S4 --J--> S5 | S4 --K--> S6 | S4 --L--> S1 | S3 --G--> S4 | S3 --I--> S3 | S3 --J--> S5 | S3 --K--> S6 | S3 --L--> S1,
A(G|H|L|F)*D,A D F G H L,S1,S0 S1 S2 S3 S4 S5 S6,S0 --A--> S2 | S2 --D--> S1 | S2 --F--> S3 | S2 --G--> S5 | S2 --H--> S6 | S2 --L--> S4 | S5 --D--> S1 | S5 --F--> S3 | S5 --G--> S5 | S5 --H--> S6 | S5 --L--> S4 | S6 --D--> S1 | S6 --F--> S3 | S6 --G--> S5 | S6 --H--> S6 | S6 --L--> S4 | S4 --D--> S1 | S4 --F--> S3 | S4 --G--> S5 | S4 --H--> S6 | S4 --L--> S4 | S3 --D--> S1 | S3 --F--> S3 | S3 --G--> S5 | S3 --H--> S6 | S3 --L--> S4,
(D|H)*B,B D H,S0,S0 S1 S2 S3,S2 --B--> S0 | S2 --D--> S2 | S2 --H--> S3 | S3 --B--> S0 | S3 --D--> S2 | S3 --H--> S3 | S1 --B--> S0 | S1 --D--> S2 | S1 --H--> S3,
(A|H)*EBE,A B E H,S0,S0 S1 S2 S3 S4 S5,S4 --A--> S4 | S4 --E--> S1 | S4 --H--> S5 | S5 --A--> S4 | S5 --E--> S1 | S5 --H--> S5 | S3 --A--> S4 | S3 --E--> S1 | S3 --H--> S5 | S1 --B--> S2 | S2 --E--> S0,
((B|L)*H((B|J)))*,B H J L,S4 S5 S3,S0 S1 S2 S3 S4 S5,S1 --B--> S1 | S1 --H--> S0 | S1 --L--> S2 | S2 --B--> S1 | S2 --H--> S0 | S2 --L--> S2 | S4 --B--> S1 | S4 --H--> S0 | S4 --L--> S2 | S5 --B--> S1 | S5 --H--> S0 | S5 --L--> S2 | S3 --B--> S1 | S3 --H--> S0 | S3 --L--> S2 | S0 --B--> S4 | S0 --J--> S5,
(G|K)*,G K,S1 S2 S0,S0 S1 S2,S1 --G--> S1 | S1 --K--> S2 | S2 --G--> S1 | S2 --K--> S2 | S0 --G--> S1 | S0 --K--> S2,
